,method,n,d,q,p,time
457,Decrypt,10,12,32767,35184372088831,0.0003137382002023514
458,Addition,10,12,32767,35184372088831,3.6050799826625736e-05
459,Multiplication,10,12,32767,35184372088831,0.04068053779992624
460,KeyGen,10,14,32767,35184372088831,0.05195961380013614
461,Encryption,10,14,32767,35184372088831,0.00416124219991616
462,Decrypt,10,14,32767,35184372088831,0.0003907040001649875
463,Addition,10,14,32767,35184372088831,3.6728799750562756e-05
464,Multiplication,10,14,32767,35184372088831,0.05272886719976668
465,KeyGen,10,16,32767,35184372088831,0.06291005080056493
466,Encryption,10,16,32767,35184372088831,0.005318635399453342
467,Decrypt,10,16,32767,35184372088831,0.00047336339994217267
468,Addition,10,16,32767,35184372088831,3.917279973393306e-05
469,Multiplication,10,16,32767,35184372088831,0.06550361120025627
470,KeyGen,10,18,32767,35184372088831,0.07908398340005078
471,Encryption,10,18,32767,35184372088831,0.006400577200111002
472,Decrypt,10,18,32767,35184372088831,0.0005741316002968233
473,Addition,10,18,32767,35184372088831,4.137679934501648e-05
474,Multiplication,10,18,32767,35184372088831,0.07847865920048207
475,KeyGen,10,20,32767,35184372088831,0.09353320119989803
476,Encryption,10,20,32767,35184372088831,0.007523670000227867
477,Decrypt,10,20,32767,35184372088831,0.0006805878001614474
478,Addition,10,20,32767,35184372088831,4.5118999696569515e-05
479,Multiplication,10,20,32767,35184372088831,0.09370491039953777
480,KeyGen,10,22,32767,35184372088831,0.10571762079998734
481,Encryption,10,22,32767,35184372088831,0.008883707399945706
482,Decrypt,10,22,32767,35184372088831,0.0007889177999459207
483,Addition,10,22,32767,35184372088831,4.4147000153316185e-05
484,Multiplication,10,22,32767,35184372088831,0.10767287420021603
485,KeyGen,10,24,32767,35184372088831,0.12180610720024561
486,Encryption,10,24,32767,35184372088831,0.010102781999739819
487,Decrypt,10,24,32767,35184372088831,0.0009230645999195985
488,Addition,10,24,32767,35184372088831,4.71747996925842e-05
489,Multiplication,10,24,32767,35184372088831,0.12653929660009453
490,KeyGen,10,26,32767,35184372088831,0.14207051199991838
491,Encryption,10,26,32767,35184372088831,0.011820832599914866
492,Decrypt,10,26,32767,35184372088831,0.0010611933998006863
493,Addition,10,26,32767,35184372088831,4.847899981541559e-05
494,Multiplication,10,26,32767,35184372088831,0.14757966079996548
495,KeyGen,10,28,32767,35184372088831,0.16159656539966819
496,Encryption,10,28,32767,35184372088831,0.013280205999762984
497,Decrypt,10,28,32767,35184372088831,0.001206342400109861
498,Addition,10,28,32767,35184372088831,4.954100004397333e-05
499,Multiplication,10,28,32767,35184372088831,0.1685930100000405
500,KeyGen,10,30,32767,35184372088831,0.17937539920021664
501,Encryption,10,30,32767,35184372088831,0.015198782600054982
502,Decrypt,10,30,32767,35184372088831,0.0013797040002827999
503,Addition,10,30,32767,35184372088831,5.154519967618398e-05
504,Multiplication,10,30,32767,35184372088831,0.19050780320030752
505,KeyGen,10,32,32767,35184372088831,0.20967731519995142
506,Encryption,10,32,32767,35184372088831,0.018228569600614718
507,Decrypt,10,32,32767,35184372088831,0.0015618835997884162
508,Addition,10,32,32767,35184372088831,5.347519982024096e-05
509,Multiplication,10,32,32767,35184372088831,0.23023544299940113
510,KeyGen,12,1,32767,35184372088831,0.01123573060031049
511,Encryption,12,1,32767,35184372088831,0.0007938542003103066
512,Decrypt,12,1,32767,35184372088831,9.449399949517101e-05
513,Addition,12,1,32767,35184372088831,4.2326800030423326e-05
514,Multiplication,12,1,32767,35184372088831,0.01111418419968686
515,KeyGen,12,2,32767,35184372088831,0.014323672799946507
516,Encryption,12,2,32767,35184372088831,0.0007913217996247113
517,Decrypt,12,2,32767,35184372088831,7.968959980644285e-05
518,Addition,12,2,32767,35184372088831,2.9298599838512018e-05
519,Multiplication,12,2,32767,35184372088831,0.010234266200131969
520,KeyGen,12,4,32767,35184372088831,0.019856864399480402
521,Encryption,12,4,32767,35184372088831,0.001180567799747223
522,Decrypt,12,4,32767,35184372088831,0.00011387039994588122
523,Addition,12,4,32767,35184372088831,3.0948600033298136e-05
524,Multiplication,12,4,32767,35184372088831,0.017346563799947035
525,KeyGen,12,6,32767,35184372088831,0.029672784200374735
526,Encryption,12,6,32767,35184372088831,0.0018628475998411886
527,Decrypt,12,6,32767,35184372088831,0.00017100759941968136
528,Addition,12,6,32767,35184372088831,3.6216800071997565e-05
529,Multiplication,12,6,32767,35184372088831,0.030108581000240518
530,KeyGen,12,8,32767,35184372088831,0.04960131820043898
531,Encryption,12,8,32767,35184372088831,0.0027585976000409572
532,Decrypt,12,8,32767,35184372088831,0.00023032659955788404
533,Addition,12,8,32767,35184372088831,3.7030800012871626e-05
534,Multiplication,12,8,32767,35184372088831,0.04524441820030915
535,KeyGen,12,10,32767,35184372088831,0.06609062839997933
536,Encryption,12,10,32767,35184372088831,0.003681448200222803
537,Decrypt,12,10,32767,35184372088831,0.0002943659994343761
538,Addition,12,10,32767,35184372088831,3.9094800013117495e-05
539,Multiplication,12,10,32767,35184372088831,0.05373692339999252
540,KeyGen,12,12,32767,35184372088831,0.07497719739985768
541,Encryption,12,12,32767,35184372088831,0.004682908399990993
542,Decrypt,12,12,32767,35184372088831,0.00037898160007898696
543,Addition,12,12,32767,35184372088831,3.973700004280545e-05
544,Multiplication,12,12,32767,35184372088831,0.067783836399758
545,KeyGen,12,14,32767,35184372088831,0.08931075020009302
546,Encryption,12,14,32767,35184372088831,0.006005809199996293
547,Decrypt,12,14,32767,35184372088831,0.00046916959981899706
548,Addition,12,14,32767,35184372088831,4.379500023787841e-05
549,Multiplication,12,14,32767,35184372088831,0.0879168719999143
550,KeyGen,12,16,32767,35184372088831,0.11042966759996489
551,Encryption,12,16,32767,35184372088831,0.007344403999741189
552,Decrypt,12,16,32767,35184372088831,0.0007091182000294793
553,Addition,12,16,32767,35184372088831,4.5742800284642723e-05
554,Multiplication,12,16,32767,35184372088831,0.10855815760005498
555,KeyGen,12,18,32767,35184372088831,0.1345876778003003
556,Encryption,12,18,32767,35184372088831,0.00912416779974592
557,Decrypt,12,18,32767,35184372088831,0.0006901799999468495
558,Addition,12,18,32767,35184372088831,4.80629998492077e-05
559,Multiplication,12,18,32767,35184372088831,0.13398326140013522
560,KeyGen,12,20,32767,35184372088831,0.15478667639981722
561,Encryption,12,20,32767,35184372088831,0.011430830400058767
562,Decrypt,12,20,32767,35184372088831,0.000850701000308618
563,Addition,12,20,32767,35184372088831,6.765939979231916e-05
564,Multiplication,12,20,32767,35184372088831,0.1580640799998946
565,KeyGen,12,22,32767,35184372088831,0.19049833480021333
566,Encryption,12,22,32767,35184372088831,0.012555328800226561
567,Decrypt,12,22,32767,35184372088831,0.0009901259996695443
568,Addition,12,22,32767,35184372088831,5.101100032334216e-05
569,Multiplication,12,22,32767,35184372088831,0.18433735819999128
570,KeyGen,12,24,32767,35184372088831,0.21765923460043268
571,Encryption,12,24,32767,35184372088831,0.014585841599910054
572,Decrypt,12,24,32767,35184372088831,0.0011114664004708175
573,Addition,12,24,32767,35184372088831,5.2911000238964334e-05
574,Multiplication,12,24,32767,35184372088831,0.21123777460015844
575,KeyGen,12,26,32767,35184372088831,0.23781876279972494
576,Encryption,12,26,32767,35184372088831,0.016865179400338094
577,Decrypt,12,26,32767,35184372088831,0.0012712115996691864
578,Addition,12,26,32767,35184372088831,5.823300016345456e-05
579,Multiplication,12,26,32767,35184372088831,0.24963833980000344
580,KeyGen,12,28,32767,35184372088831,0.27480307920050107
581,Encryption,12,28,32767,35184372088831,0.01902998680016026
582,Decrypt,12,28,32767,35184372088831,0.0014715536002768204
583,Addition,12,28,32767,35184372088831,5.995719984639436e-05
584,Multiplication,12,28,32767,35184372088831,0.2858893370001169
585,KeyGen,12,30,32767,35184372088831,0.3194825414000661
586,Encryption,12,30,32767,35184372088831,0.022401934600202365
587,Decrypt,12,30,32767,35184372088831,0.0016620235997834242
588,Addition,12,30,32767,35184372088831,6.0307200328679755e-05
589,Multiplication,12,30,32767,35184372088831,0.32157681379976566
590,KeyGen,12,32,32767,35184372088831,0.37926678820003873
591,Encryption,12,32,32767,35184372088831,0.02457663379973383
592,Decrypt,12,32,32767,35184372088831,0.0018682654001167976
593,Addition,12,32,32767,35184372088831,6.235140026547014e-05
594,Multiplication,12,32,32767,35184372088831,0.3607087208001758
595,KeyGen,14,1,32767,35184372088831,0.012561326199647737
596,Encryption,14,1,32767,35184372088831,0.0007228605994896497
597,Decrypt,14,1,32767,35184372088831,6.726540013914927e-05
598,Addition,14,1,32767,35184372088831,3.0278600024757907e-05
599,Multiplication,14,1,32767,35184372088831,0.011226257600355893
600,KeyGen,14,2,32767,35184372088831,0.01825208680020296
601,Encryption,14,2,32767,35184372088831,0.0009606751998944673
602,Decrypt,14,2,32767,35184372088831,9.183780057355761e-05
603,Addition,14,2,32767,35184372088831,3.107259981334209e-05
604,Multiplication,14,2,32767,35184372088831,0.0160986333998153
605,KeyGen,14,4,32767,35184372088831,0.030610484999488107
606,Encryption,14,4,32767,35184372088831,0.0015810195996891706
607,Decrypt,14,4,32767,35184372088831,0.00012774460046784952
608,Addition,14,4,32767,35184372088831,3.3384800190106034e-05
609,Multiplication,14,4,32767,35184372088831,0.026534031200571916
610,KeyGen,14,6,32767,35184372088831,0.04715709939991939
611,Encryption,14,6,32767,35184372088831,0.0025006922005559318
612,Decrypt,14,6,32767,35184372088831,0.00018803780039888807
613,Addition,14,6,32767,35184372088831,3.758880047826097e-05
614,Multiplication,14,6,32767,35184372088831,0.04118882760012639
615,KeyGen,14,8,32767,35184372088831,0.06683243879961083
616,Encryption,14,8,32767,35184372088831,0.0036339009995572267
617,Decrypt,14,8,32767,35184372088831,0.000251747000584146
618,Addition,14,8,32767,35184372088831,4.778700022143312e-05
619,Multiplication,14,8,32767,35184372088831,0.0648198261995276
620,KeyGen,14,10,32767,35184372088831,0.09364549720048672
621,Encryption,14,10,32767,35184372088831,0.004835793199890759
622,Decrypt,14,10,32767,35184372088831,0.00034083680002368056
623,Addition,14,10,32767,35184372088831,4.3625000398606065e-05
624,Multiplication,14,10,32767,35184372088831,0.08272372960054782
625,KeyGen,14,12,32767,35184372088831,0.11772332859982271
626,Encryption,14,12,32767,35184372088831,0.006353443600528408
627,Decrypt,14,12,32767,35184372088831,0.0004455369999050163
628,Addition,14,12,32767,35184372088831,4.505280012381263e-05
629,Multiplication,14,12,32767,35184372088831,0.10997683280002093
630,KeyGen,14,14,32767,35184372088831,0.1479016760000377
631,Encryption,14,14,32767,35184372088831,0.008168673999898601
632,Decrypt,14,14,32767,35184372088831,0.0007616112001414876
633,Addition,14,14,32767,35184372088831,7.239140031742864e-05
634,Multiplication,14,14,32767,35184372088831,0.1420860750004067
635,KeyGen,14,16,32767,35184372088831,0.1770920016002492
636,Encryption,14,16,32767,35184372088831,0.009822195199376438
637,Decrypt,14,16,32767,35184372088831,0.0006680435995804146
638,Addition,14,16,32767,35184372088831,4.8670999967725946e-05
639,Multiplication,14,16,32767,35184372088831,0.17212137719980092
640,KeyGen,14,18,32767,35184372088831,0.21061778160001268
641,Encryption,14,18,32767,35184372088831,0.014306684999610297
642,Decrypt,14,18,32767,35184372088831,0.0008777995994023513
643,Addition,14,18,32767,35184372088831,5.1681000331882385e-05
644,Multiplication,14,18,32767,35184372088831,0.216011170999991
645,KeyGen,14,20,32767,35184372088831,0.25246782379981597
646,Encryption,14,20,32767,35184372088831,0.01611296319970279
647,Decrypt,14,20,32767,35184372088831,0.0009595431998604909
648,Addition,14,20,32767,35184372088831,5.6417200539726764e-05
649,Multiplication,14,20,32767,35184372088831,0.25644609459995993
650,KeyGen,14,22,32767,35184372088831,0.2920622861995071
651,Encryption,14,22,32767,35184372088831,0.01761819919993286
652,Decrypt,14,22,32767,35184372088831,0.0011542952001036611
653,Addition,14,22,32767,35184372088831,6.048319992260076e-05
654,Multiplication,14,22,32767,35184372088831,0.28946718459992554
655,KeyGen,14,24,32767,35184372088831,0.3378544316001353
656,Encryption,14,24,32767,35184372088831,0.020730877599999076
657,Decrypt,14,24,32767,35184372088831,0.0012971039999683854
658,Addition,14,24,32767,35184372088831,6.102920015109703e-05
659,Multiplication,14,24,32767,35184372088831,0.33704499960003886
660,KeyGen,14,26,32767,35184372088831,0.3758547817997169
661,Encryption,14,26,32767,35184372088831,0.023490538600162834
662,Decrypt,14,26,32767,35184372088831,0.0015081402001669631
663,Addition,14,26,32767,35184372088831,6.300539971562102e-05
664,Multiplication,14,26,32767,35184372088831,0.3823871186003089
665,KeyGen,14,28,32767,35184372088831,0.4475038027994742
666,Encryption,14,28,32767,35184372088831,0.026573057999485172
667,Decrypt,14,28,32767,35184372088831,0.0017349968002235983
668,Addition,14,28,32767,35184372088831,6.941739993635566e-05
669,Multiplication,14,28,32767,35184372088831,0.45415126879961465
670,KeyGen,14,30,32767,35184372088831,0.49214858659979654
671,Encryption,14,30,32767,35184372088831,0.031307836400083035
672,Decrypt,14,30,32767,35184372088831,0.0019143884004733992
673,Addition,14,30,32767,35184372088831,6.826520038885064e-05
674,Multiplication,14,30,32767,35184372088831,0.5083463128001313
675,KeyGen,14,32,32767,35184372088831,0.546064729999489
676,Encryption,14,32,32767,35184372088831,0.03299822980043245
677,Decrypt,14,32,32767,35184372088831,0.002242441000271356
678,Addition,14,32,32767,35184372088831,6.977540033403784e-05
679,Multiplication,14,32,32767,35184372088831,0.560468469600164
680,KeyGen,16,1,32767,35184372088831,0.019745080600114307
681,Encryption,16,1,32767,35184372088831,0.0009406207995198201
682,Decrypt,16,1,32767,35184372088831,7.89795994933229e-05
683,Addition,16,1,32767,35184372088831,3.4062800114043054e-05
684,Multiplication,16,1,32767,35184372088831,0.01591294800018659
685,KeyGen,16,2,32767,35184372088831,0.028311643999768422
686,Encryption,16,2,32767,35184372088831,0.0012174283998319878
687,Decrypt,16,2,32767,35184372088831,9.52440001128707e-05
688,Addition,16,2,32767,35184372088831,3.4586800029501316e-05
689,Multiplication,16,2,32767,35184372088831,0.02521807599987369
690,KeyGen,16,4,32767,35184372088831,0.04630402940019849
691,Encryption,16,4,32767,35184372088831,0.0021606411995890086
692,Decrypt,16,4,32767,35184372088831,0.0001474447999498807
693,Addition,16,4,32767,35184372088831,4.1368799429619685e-05
694,Multiplication,16,4,32767,35184372088831,0.04054030039987992
695,KeyGen,16,6,32767,35184372088831,0.07359053079999285
696,Encryption,16,6,32767,35184372088831,0.0033708173999912106
697,Decrypt,16,6,32767,35184372088831,0.00021384219944593498
698,Addition,16,6,32767,35184372088831,4.383679988677614e-05
699,Multiplication,16,6,32767,35184372088831,0.06328073279946693
700,KeyGen,16,8,32767,35184372088831,0.09775403960011317
701,Encryption,16,8,32767,35184372088831,0.0046567211997171395
702,Decrypt,16,8,32767,35184372088831,0.00029129780014045534
703,Addition,16,8,32767,35184372088831,6.3655199483037e-05
704,Multiplication,16,8,32767,35184372088831,0.0871162750001531
705,KeyGen,16,10,32767,35184372088831,0.1295606487998157
706,Encryption,16,10,32767,35184372088831,0.006428518400207394
707,Decrypt,16,10,32767,35184372088831,0.0003823515995463822
708,Addition,16,10,32767,35184372088831,4.6176999603630975e-05
709,Multiplication,16,10,32767,35184372088831,0.1190828014005092
710,KeyGen,16,12,32767,35184372088831,0.16908068220000133
711,Encryption,16,12,32767,35184372088831,0.00841899419974652
712,Decrypt,16,12,32767,35184372088831,0.0005336328002158552
713,Addition,16,12,32767,35184372088831,5.1325000094948335e-05
714,Multiplication,16,12,32767,35184372088831,0.1536253010002838
715,KeyGen,16,14,32767,35184372088831,0.2106954606002546
716,Encryption,16,14,32767,35184372088831,0.011638646399660502
717,Decrypt,16,14,32767,35184372088831,0.000854986999911489
718,Addition,16,14,32767,35184372088831,5.156499973963946e-05
719,Multiplication,16,14,32767,35184372088831,0.20974626280003578
720,KeyGen,16,16,32767,35184372088831,0.2595771833999606
721,Encryption,16,16,32767,35184372088831,0.013097801399999299
722,Decrypt,16,16,32767,35184372088831,0.0007675434004340787
723,Addition,16,16,32767,35184372088831,5.698300010408275e-05
724,Multiplication,16,16,32767,35184372088831,0.24718134080030724
725,KeyGen,16,18,32767,35184372088831,0.30766226339983405
726,Encryption,16,18,32767,35184372088831,0.015875082799902886
727,Decrypt,16,18,32767,35184372088831,0.0009722494003653992
728,Addition,16,18,32767,35184372088831,5.8246999833500014e-05
729,Multiplication,16,18,32767,35184372088831,0.29638011079950954
730,KeyGen,16,20,32767,35184372088831,0.3612876388004224
731,Encryption,16,20,32767,35184372088831,0.018628593599714804
732,Decrypt,16,20,32767,35184372088831,0.0013511809993360657
733,Addition,16,20,32767,35184372088831,6.059320003259927e-05
734,Multiplication,16,20,32767,35184372088831,0.3549826192000182
735,KeyGen,16,22,32767,35184372088831,0.41914341140000033
736,Encryption,16,22,32767,35184372088831,0.022210643000289566
737,Decrypt,16,22,32767,35184372088831,0.0012723751999146771
738,Addition,16,22,32767,35184372088831,6.515740024042316e-05
739,Multiplication,16,22,32767,35184372088831,0.4152803736003989
740,KeyGen,16,24,32767,35184372088831,0.4779561647999799
741,Encryption,16,24,32767,35184372088831,0.025279299799876753
742,Decrypt,16,24,32767,35184372088831,0.001513422000425635
743,Addition,16,24,32767,35184372088831,8.28675998491235e-05
744,Multiplication,16,24,32767,35184372088831,0.4815181008001673
745,KeyGen,16,26,32767,35184372088831,0.5581512921999092
746,Encryption,16,26,32767,35184372088831,0.029666748800082132
747,Decrypt,16,26,32767,35184372088831,0.001768673399783438
748,Addition,16,26,32767,35184372088831,7.38834001822397e-05
749,Multiplication,16,26,32767,35184372088831,0.5780966689999332
750,KeyGen,16,28,32767,35184372088831,0.6867891326000972
751,Encryption,16,28,32767,35184372088831,0.03637624199982383
752,Decrypt,16,28,32767,35184372088831,0.0020292884000809863
753,Addition,16,28,32767,35184372088831,7.544540058006533e-05
754,Multiplication,16,28,32767,35184372088831,0.6623476500004472
755,KeyGen,16,30,32767,35184372088831,0.7249969987999065
756,Encryption,16,30,32767,35184372088831,0.040453818399691956
757,Decrypt,16,30,32767,35184372088831,0.002249818600103026
758,Addition,16,30,32767,35184372088831,7.430539990309626e-05
759,Multiplication,16,30,32767,35184372088831,0.7657462654002302
760,KeyGen,16,32,32767,35184372088831,0.8383254852000391
761,Encryption,16,32,32767,35184372088831,0.04476039100045455
762,Decrypt,16,32,32767,35184372088831,0.0027139798003190663
763,Addition,16,32,32767,35184372088831,8.017759973881766e-05
764,Multiplication,16,32,32767,35184372088831,0.8499687667994295
765,KeyGen,18,1,32767,35184372088831,0.028108476000488734
766,Encryption,18,1,32767,35184372088831,0.0010951156000373885
767,Decrypt,18,1,32767,35184372088831,8.149959976435638e-05
768,Addition,18,1,32767,35184372088831,3.7168799462961036e-05
769,Multiplication,18,1,32767,35184372088831,0.023625591000018174
770,KeyGen,18,2,32767,35184372088831,0.03899056800000835
771,Encryption,18,2,32767,35184372088831,0.001582259400311159
772,Decrypt,18,2,32767,35184372088831,0.0001043762000335846
773,Addition,18,2,32767,35184372088831,3.771080009755679e-05
774,Multiplication,18,2,32767,35184372088831,0.03312326560044312
775,KeyGen,18,4,32767,35184372088831,0.06673209679938737
776,Encryption,18,4,32767,35184372088831,0.002689803399698576
777,Decrypt,18,4,32767,35184372088831,0.0001586812002642546
778,Addition,18,4,32767,35184372088831,4.047080001328141e-05
779,Multiplication,18,4,32767,35184372088831,0.05739395140044508
780,KeyGen,18,6,32767,35184372088831,0.1021920045997831
781,Encryption,18,6,32767,35184372088831,0.0043696828004613055
782,Decrypt,18,6,32767,35184372088831,0.00023399079946102576
783,Addition,18,6,32767,35184372088831,4.387480003060773e-05
784,Multiplication,18,6,32767,35184372088831,0.0906644814000174
785,KeyGen,18,8,32767,35184372088831,0.1436049982003169
786,Encryption,18,8,32767,35184372088831,0.006142861999978777
787,Decrypt,18,8,32767,35184372088831,0.0003583729994716123
788,Addition,18,8,32767,35184372088831,6.652520023635589e-05
789,Multiplication,18,8,32767,35184372088831,0.12725570559996413
790,KeyGen,18,10,32767,35184372088831,0.19451994600021863
791,Encryption,18,10,32767,35184372088831,0.008345389600435738
792,Decrypt,18,10,32767,35184372088831,0.00043212059972574934
793,Addition,18,10,32767,35184372088831,5.0562999967951326e-05
794,Multiplication,18,10,32767,35184372088831,0.1881056001999241
795,KeyGen,18,12,32767,35184372088831,0.25318135679990517
796,Encryption,18,12,32767,35184372088831,0.011557839399756631
797,Decrypt,18,12,32767,35184372088831,0.0006117561999417376
798,Addition,18,12,32767,35184372088831,5.7001000095624475e-05
799,Multiplication,18,12,32767,35184372088831,0.2273278630003915
800,KeyGen,18,14,32767,35184372088831,0.3050532460001705
801,Encryption,18,14,32767,35184372088831,0.013922640000237152
802,Decrypt,18,14,32767,35184372088831,0.0007795514000463299
803,Addition,18,14,32767,35184372088831,5.8053200336871666e-05
804,Multiplication,18,14,32767,35184372088831,0.2845494563996908
805,KeyGen,18,16,32767,35184372088831,0.3787963477996527
806,Encryption,18,16,32767,35184372088831,0.017663758200069424
807,Decrypt,18,16,32767,35184372088831,0.000920814200071618
808,Addition,18,16,32767,35184372088831,6.735139977536164e-05
809,Multiplication,18,16,32767,35184372088831,0.3830872309998085
810,KeyGen,18,18,32767,35184372088831,0.44708931960049086
811,Encryption,18,18,32767,35184372088831,0.021069451400398974
812,Decrypt,18,18,32767,35184372088831,0.0010857615998247638
813,Addition,18,18,32767,35184372088831,6.317139996099286e-05
814,Multiplication,18,18,32767,35184372088831,0.44210066020023076
815,KeyGen,18,20,32767,35184372088831,0.5370763912003895
816,Encryption,18,20,32767,35184372088831,0.024994488799711688
817,Decrypt,18,20,32767,35184372088831,0.0013061958001344466
818,Addition,18,20,32767,35184372088831,6.784940051147714e-05
819,Multiplication,18,20,32767,35184372088831,0.5306181717998697
820,KeyGen,18,22,32767,35184372088831,0.6157173069994315
821,Encryption,18,22,32767,35184372088831,0.029407659999560565
822,Decrypt,18,22,32767,35184372088831,0.0014846831996692344
823,Addition,18,22,32767,35184372088831,6.970940012251958e-05
824,Multiplication,18,22,32767,35184372088831,0.603836933200364
825,KeyGen,18,24,32767,35184372088831,0.7040235532003862
826,Encryption,18,24,32767,35184372088831,0.03356174180007656
827,Decrypt,18,24,32767,35184372088831,0.0018478105994290672
828,Addition,18,24,32767,35184372088831,7.808559967088513e-05
829,Multiplication,18,24,32767,35184372088831,0.6984239684003114
830,KeyGen,18,26,32767,35184372088831,0.8253294171998278
831,Encryption,18,26,32767,35184372088831,0.04000478040034068
832,Decrypt,18,26,32767,35184372088831,0.00209183520055376
833,Addition,18,26,32767,35184372088831,8.041760011110455e-05
834,Multiplication,18,26,32767,35184372088831,0.8377151895998395
835,KeyGen,18,28,32767,35184372088831,0.9633176244002243
836,Encryption,18,28,32767,35184372088831,0.04531712259995402
837,Decrypt,18,28,32767,35184372088831,0.00233250399978715
838,Addition,18,28,32767,35184372088831,9.37878001423087e-05
839,Multiplication,18,28,32767,35184372088831,0.9683111641999858
840,KeyGen,18,30,32767,35184372088831,1.0762428315996657
841,Encryption,18,30,32767,35184372088831,0.05241342540030018
842,Decrypt,18,30,32767,35184372088831,0.0026831727998796852
843,Addition,18,30,32767,35184372088831,8.692960036569276e-05
844,Multiplication,18,30,32767,35184372088831,1.0869846320005307
845,KeyGen,18,32,32767,35184372088831,1.17145399919973
846,Encryption,18,32,32767,35184372088831,0.06478555579960812
847,Decrypt,18,32,32767,35184372088831,0.0030428820005909073
848,Addition,18,32,32767,35184372088831,8.761179997236468e-05
849,Multiplication,18,32,32767,35184372088831,1.2787794195995956
850,KeyGen,20,1,32767,35184372088831,0.03880041559968959
851,Encryption,20,1,32767,35184372088831,0.001397813399671577
852,Decrypt,20,1,32767,35184372088831,0.00010223419958492741
853,Addition,20,1,32767,35184372088831,4.4096999772591516e-05
854,Multiplication,20,1,32767,35184372088831,0.03268372340025962
855,KeyGen,20,2,32767,35184372088831,0.053510331199504435
856,Encryption,20,2,32767,35184372088831,0.001886737200402422
857,Decrypt,20,2,32767,35184372088831,0.00012229440035298466
858,Addition,20,2,32767,35184372088831,4.0212800377048553e-05
859,Multiplication,20,2,32767,35184372088831,0.04445096459967317
860,KeyGen,20,4,32767,35184372088831,0.08897768300012103
861,Encryption,20,4,32767,35184372088831,0.0033948188000067605
862,Decrypt,20,4,32767,35184372088831,0.0001838315998611506
863,Addition,20,4,32767,35184372088831,5.973719962639734e-05
864,Multiplication,20,4,32767,35184372088831,0.07550353780025035
865,KeyGen,20,6,32767,35184372088831,0.13611344839955564
866,Encryption,20,6,32767,35184372088831,0.005211888600024394
867,Decrypt,20,6,32767,35184372088831,0.0002636412005813327
868,Addition,20,6,32767,35184372088831,5.514520016731694e-05
869,Multiplication,20,6,32767,35184372088831,0.1207865985998069
870,KeyGen,20,8,32767,35184372088831,0.19144355060052476
871,Encryption,20,8,32767,35184372088831,0.007580777000111993
872,Decrypt,20,8,32767,35184372088831,0.0003591191998566501
873,Addition,20,8,32767,35184372088831,6.00192004640121e-05
874,Multiplication,20,8,32767,35184372088831,0.169626794999931
875,KeyGen,20,10,32767,35184372088831,0.2723393711996323
876,Encryption,20,10,32767,35184372088831,0.01047441600021557
877,Decrypt,20,10,32767,35184372088831,0.00049385579986847
878,Addition,20,10,32767,35184372088831,5.738320032833144e-05
879,Multiplication,20,10,32767,35184372088831,0.23907225619987002
880,KeyGen,20,12,32767,35184372088831,0.33467391559970566
881,Encryption,20,12,32767,35184372088831,0.013305549800134032
882,Decrypt,20,12,32767,35184372088831,0.0006415905998437665
883,Addition,20,12,32767,35184372088831,5.942499992670491e-05
884,Multiplication,20,12,32767,35184372088831,0.31105113180019545
885,KeyGen,20,14,32767,35184372088831,0.4188891106001392
886,Encryption,20,14,32767,35184372088831,0.017208620400197105
887,Decrypt,20,14,32767,35184372088831,0.0008531727995432448
888,Addition,20,14,32767,35184372088831,9.35477997700218e-05
889,Multiplication,20,14,32767,35184372088831,0.3950002773999586
890,KeyGen,20,16,32767,35184372088831,0.5016231409994362
891,Encryption,20,16,32767,35184372088831,0.021760149400506634
892,Decrypt,20,16,32767,35184372088831,0.0010142319995793514
893,Addition,20,16,32767,35184372088831,6.645940011367202e-05
894,Multiplication,20,16,32767,35184372088831,0.49039017960021736
895,KeyGen,20,18,32767,35184372088831,0.6202618859999347
896,Encryption,20,18,32767,35184372088831,0.025647437600127887
897,Decrypt,20,18,32767,35184372088831,0.0012166419997811317
898,Addition,20,18,32767,35184372088831,7.092340019880794e-05
899,Multiplication,20,18,32767,35184372088831,0.5836018023997894
900,KeyGen,20,20,32767,35184372088831,0.7253066365999985
901,Encryption,20,20,32767,35184372088831,0.03025287179989391
902,Decrypt,20,20,32767,35184372088831,0.0014420302002690732
903,Addition,20,20,32767,35184372088831,8.861559981596657e-05
904,Multiplication,20,20,32767,35184372088831,0.7141345519994502
905,KeyGen,20,22,32767,35184372088831,0.8411428025996429
906,Encryption,20,22,32767,35184372088831,0.03570787819990073
907,Decrypt,20,22,32767,35184372088831,0.0016876030000275931
908,Addition,20,22,32767,35184372088831,7.729159988230094e-05
909,Multiplication,20,22,32767,35184372088831,0.8287645527998393
910,KeyGen,20,24,32767,35184372088831,1.0136500421998789
911,Encryption,20,24,32767,35184372088831,0.042670741999609164
912,Decrypt,20,24,32767,35184372088831,0.002190289000282064
913,Addition,20,24,32767,35184372088831,0.00013254459991003388
914,Multiplication,20,24,32767,35184372088831,1.0116350226002395
915,KeyGen,20,26,32767,35184372088831,1.16100230239972
916,Encryption,20,26,32767,35184372088831,0.049750425800448285
917,Decrypt,20,26,32767,35184372088831,0.002595252800529124
918,Addition,20,26,32767,35184372088831,8.416759956162423e-05
919,Multiplication,20,26,32767,35184372088831,1.1441430315993784
920,KeyGen,20,28,32767,35184372088831,1.318026146000193
921,Encryption,20,28,32767,35184372088831,0.05581528139955481
