,method,n,d,q,p,depth,error,is_wrong
960,add,1,512,15,3,24,0.10830652713775635,False
961,add,1,512,15,3,25,0.1128157377243042,False
962,add,1,512,15,3,26,0.11679744720458984,False
963,add,1,512,15,3,27,0.12124919891357422,False
964,add,1,512,15,3,28,0.12626659870147705,False
965,add,1,512,15,3,29,0.1304478645324707,False
966,add,1,512,15,3,30,0.1344219446182251,False
967,add,1,512,15,3,31,0.1382516622543335,False
968,add,1,512,15,3,32,0.1420682668685913,False
969,add,1,512,15,3,33,0.14579260349273682,False
970,add,1,512,15,3,34,0.14980792999267578,False
971,add,1,512,15,3,35,0.1537466049194336,False
972,add,1,512,15,3,36,0.1578984260559082,False
973,add,1,512,15,3,37,0.16205918788909912,False
974,add,1,512,15,3,38,0.16629695892333984,False
975,add,1,512,15,3,39,0.1711980104446411,False
976,add,1,512,15,3,40,0.17537617683410645,False
977,add,1,512,15,3,41,0.17952704429626465,False
978,add,1,512,15,3,42,0.1829991340637207,False
979,add,1,512,15,3,43,0.1874523162841797,False
980,add,1,512,15,3,44,0.19134509563446045,False
981,add,1,512,15,3,45,0.1948566436767578,False
982,add,1,512,15,3,46,0.19885790348052979,False
983,add,1,512,15,3,47,0.20325696468353271,False
984,add,1,512,15,3,48,0.2071218490600586,False
985,add,1,512,15,3,49,0.21126282215118408,False
986,add,1,512,15,3,50,0.21624553203582764,False
987,add,1,512,15,3,51,0.21988379955291748,False
988,add,1,512,15,3,52,0.22426164150238037,False
989,add,1,512,15,3,53,0.2283942699432373,False
990,add,1,512,15,3,54,0.23234343528747559,False
991,add,1,512,15,3,55,0.23667120933532715,False
992,add,1,512,15,3,56,0.24082279205322266,False
993,add,1,512,15,3,57,0.24517035484313965,False
994,add,1,512,15,3,58,0.24931609630584717,False
995,add,1,512,15,3,59,0.25360703468322754,True
996,add,1,512,15,3,0,0.00965428352355957,False
997,add,1,512,15,3,1,0.014595389366149902,False
998,add,1,512,15,3,2,0.01904118061065674,False
999,add,1,512,15,3,3,0.02385115623474121,False
1000,add,1,512,15,3,4,0.028116941452026367,False
1001,add,1,512,15,3,5,0.03348648548126221,False
1002,add,1,512,15,3,6,0.0377650260925293,False
1003,add,1,512,15,3,7,0.04229116439819336,False
1004,add,1,512,15,3,8,0.04686689376831055,False
1005,add,1,512,15,3,9,0.05208897590637207,False
1006,add,1,512,15,3,10,0.056549787521362305,False
1007,add,1,512,15,3,11,0.06088912487030029,False
1008,add,1,512,15,3,12,0.06537055969238281,False
1009,add,1,512,15,3,13,0.07032954692840576,False
1010,add,1,512,15,3,14,0.07424616813659668,False
1011,add,1,512,15,3,15,0.07982897758483887,False
1012,add,1,512,15,3,16,0.08423757553100586,False
1013,add,1,512,15,3,17,0.0896691083908081,False
1014,add,1,512,15,3,18,0.09387838840484619,False
1015,add,1,512,15,3,19,0.09846615791320801,False
1016,add,1,512,15,3,20,0.10325729846954346,False
1017,add,1,512,15,3,21,0.10790467262268066,False
1018,add,1,512,15,3,22,0.11295151710510254,False
1019,add,1,512,15,3,23,0.11788427829742432,False
1020,add,1,512,15,3,24,0.12226629257202148,False
1021,add,1,512,15,3,25,0.1268916130065918,False
1022,add,1,512,15,3,26,0.13175785541534424,False
1023,add,1,512,15,3,27,0.13603949546813965,False
1024,add,1,512,15,3,28,0.14057624340057373,False
1025,add,1,512,15,3,29,0.1461329460144043,False
1026,add,1,512,15,3,30,0.1509382724761963,False
1027,add,1,512,15,3,31,0.15621614456176758,False
1028,add,1,512,15,3,32,0.16103041172027588,False
1029,add,1,512,15,3,33,0.16560685634613037,False
1030,add,1,512,15,3,34,0.16992580890655518,False
1031,add,1,512,15,3,35,0.17442500591278076,False
1032,add,1,512,15,3,36,0.17955100536346436,False
1033,add,1,512,15,3,37,0.18472588062286377,False
1034,add,1,512,15,3,38,0.18845438957214355,False
1035,add,1,512,15,3,39,0.19327569007873535,False
1036,add,1,512,15,3,40,0.1976851224899292,False
1037,add,1,512,15,3,41,0.20213139057159424,False
1038,add,1,512,15,3,42,0.20726513862609863,False
1039,add,1,512,15,3,43,0.2128080129623413,False
1040,add,1,512,15,3,44,0.21682989597320557,False
1041,add,1,512,15,3,45,0.22157132625579834,False
1042,add,1,512,15,3,46,0.2254096269607544,False
1043,add,1,512,15,3,47,0.23025143146514893,False
1044,add,1,512,15,3,48,0.23536133766174316,False
1045,add,1,512,15,3,49,0.23954534530639648,False
1046,add,1,512,15,3,50,0.24445700645446777,False
1047,add,1,512,15,3,51,0.2511061429977417,True
1048,add,1,512,15,3,0,0.007812023162841797,False
1049,add,1,512,15,3,1,0.011104345321655273,False
1050,add,1,512,15,3,2,0.015316247940063477,False
1051,add,1,512,15,3,3,0.019428372383117676,False
1052,add,1,512,15,3,4,0.023032426834106445,False
1053,add,1,512,15,3,5,0.027193546295166016,False
1054,add,1,512,15,3,6,0.03076791763305664,False
1055,add,1,512,15,3,7,0.03424227237701416,False
1056,add,1,512,15,3,8,0.038561463356018066,False
1057,add,1,512,15,3,9,0.04245626926422119,False
1058,add,1,512,15,3,10,0.04622852802276611,False
1059,add,1,512,15,3,11,0.05018413066864014,False
1060,add,1,512,15,3,12,0.0533754825592041,False
1061,add,1,512,15,3,13,0.05741322040557861,False
1062,add,1,512,15,3,14,0.06178593635559082,False
1063,add,1,512,15,3,15,0.06567680835723877,False
1064,add,1,512,15,3,16,0.0698322057723999,False
1065,add,1,512,15,3,17,0.07344627380371094,False
1066,add,1,512,15,3,18,0.07710826396942139,False
1067,add,1,512,15,3,19,0.0813225507736206,False
1068,add,1,512,15,3,20,0.08583259582519531,False
1069,add,1,512,15,3,21,0.09043264389038086,False
1070,add,1,512,15,3,22,0.09469914436340332,False
1071,add,1,512,15,3,23,0.09930276870727539,False
1072,add,1,512,15,3,24,0.10300195217132568,False
1073,add,1,512,15,3,25,0.10670876502990723,False
1074,add,1,512,15,3,26,0.10996127128601074,False
1075,add,1,512,15,3,27,0.11437094211578369,False
1076,add,1,512,15,3,28,0.11783778667449951,False
1077,add,1,512,15,3,29,0.12199521064758301,False
1078,add,1,512,15,3,30,0.1256042718887329,False
1079,add,1,512,15,3,31,0.12884962558746338,False
1080,add,1,512,15,3,32,0.1322793960571289,False
1081,add,1,512,15,3,33,0.13607382774353027,False
1082,add,1,512,15,3,34,0.139970064163208,False
1083,add,1,512,15,3,35,0.14382660388946533,False
1084,add,1,512,15,3,36,0.1478900909423828,False
1085,add,1,512,15,3,37,0.1514831781387329,False
1086,add,1,512,15,3,38,0.15494287014007568,False
1087,add,1,512,15,3,39,0.15942108631134033,False
1088,add,1,512,15,3,40,0.1626265048980713,False
1089,add,1,512,15,3,41,0.16660523414611816,False
1090,add,1,512,15,3,42,0.17027497291564941,False
1091,add,1,512,15,3,43,0.17426109313964844,False
1092,add,1,512,15,3,44,0.17812097072601318,False
1093,add,1,512,15,3,45,0.1818941831588745,False
1094,add,1,512,15,3,46,0.18513309955596924,False
1095,add,1,512,15,3,47,0.18922185897827148,False
1096,add,1,512,15,3,48,0.19282424449920654,False
1097,add,1,512,15,3,49,0.19708716869354248,False
1098,add,1,512,15,3,50,0.2010568380355835,False
1099,add,1,512,15,3,51,0.20444118976593018,False
1100,add,1,512,15,3,52,0.20808649063110352,False
1101,add,1,512,15,3,53,0.2116755247116089,False
1102,add,1,512,15,3,54,0.215598464012146,False
1103,add,1,512,15,3,55,0.21941733360290527,False
1104,add,1,512,15,3,56,0.22327089309692383,False
1105,add,1,512,15,3,57,0.2267550230026245,False
1106,add,1,512,15,3,58,0.23108410835266113,False
1107,add,1,512,15,3,59,0.2358471155166626,False
1108,add,1,512,15,3,60,0.2397550344467163,False
1109,add,1,512,15,3,61,0.2437143325805664,False
1110,add,1,512,15,3,62,0.2540692090988159,True
1111,add,1,512,15,3,0,0.007561326026916504,False
1112,add,1,512,15,3,1,0.011033892631530762,False
1113,add,1,512,15,3,2,0.014641165733337402,False
1114,add,1,512,15,3,3,0.018741726875305176,False
1115,add,1,512,15,3,4,0.022516489028930664,False
1116,add,1,512,15,3,5,0.025889158248901367,False
1117,add,1,512,15,3,6,0.03005540370941162,False
1118,add,1,512,15,3,7,0.033446431159973145,False
1119,add,1,512,15,3,8,0.03728377819061279,False
1120,add,1,512,15,3,9,0.04112064838409424,False
1121,add,1,512,15,3,10,0.044593214988708496,False
1122,add,1,512,15,3,11,0.04889345169067383,False
1123,add,1,512,15,3,12,0.053053855895996094,False
1124,add,1,512,15,3,13,0.05673384666442871,False
1125,add,1,512,15,3,14,0.060137271881103516,False
1126,add,1,512,15,3,15,0.06409275531768799,False
1127,add,1,512,15,3,16,0.06751668453216553,False
1128,add,1,512,15,3,17,0.07099437713623047,False
1129,add,1,512,15,3,18,0.07404804229736328,False
1130,add,1,512,15,3,19,0.07822251319885254,False
1131,add,1,512,15,3,20,0.08148074150085449,False
1132,add,1,512,15,3,21,0.0853036642074585,False
1133,add,1,512,15,3,22,0.08919847011566162,False
1134,add,1,512,15,3,23,0.09272658824920654,False
1135,add,1,512,15,3,24,0.09668552875518799,False
1136,add,1,512,15,3,25,0.10099625587463379,False
1137,add,1,512,15,3,26,0.10446393489837646,False
1138,add,1,512,15,3,27,0.10816681385040283,False
1139,add,1,512,15,3,28,0.11148786544799805,False
1140,add,1,512,15,3,29,0.11536908149719238,False
1141,add,1,512,15,3,30,0.11932265758514404,False
1142,add,1,512,15,3,31,0.12338066101074219,False
1143,add,1,512,15,3,32,0.1275426149368286,False
1144,add,1,512,15,3,33,0.13160669803619385,False
1145,add,1,512,15,3,34,0.13561773300170898,False
1146,add,1,512,15,3,35,0.1390550136566162,False
1147,add,1,512,15,3,36,0.14339470863342285,False
1148,add,1,512,15,3,37,0.14709782600402832,False
1149,add,1,512,15,3,38,0.15106201171875,False
1150,add,1,512,15,3,39,0.15465879440307617,False
1151,add,1,512,15,3,40,0.158746600151062,False
1152,add,1,512,15,3,41,0.16258108615875244,False
1153,add,1,512,15,3,42,0.16616320610046387,False
1154,add,1,512,15,3,43,0.1692718267440796,False
1155,add,1,512,15,3,44,0.1729952096939087,False
1156,add,1,512,15,3,45,0.17617428302764893,False
1157,add,1,512,15,3,46,0.180364727973938,False
1158,add,1,512,15,3,47,0.1845341920852661,False
1159,add,1,512,15,3,48,0.18834829330444336,False
1160,add,1,512,15,3,49,0.19160163402557373,False
1161,add,1,512,15,3,50,0.1959695816040039,False
1162,add,1,512,15,3,51,0.1997661590576172,False
1163,add,1,512,15,3,52,0.2038513422012329,False
1164,add,1,512,15,3,53,0.20714104175567627,False
1165,add,1,512,15,3,54,0.21072471141815186,False
1166,add,1,512,15,3,55,0.21500003337860107,False
1167,add,1,512,15,3,56,0.2181452512741089,False
1168,add,1,512,15,3,57,0.2219555377960205,False
1169,add,1,512,15,3,58,0.22522926330566406,False
1170,add,1,512,15,3,59,0.2289830446243286,False
1171,add,1,512,15,3,60,0.23239243030548096,False
1172,add,1,512,15,3,61,0.2362140417098999,False
1173,add,1,512,15,3,62,0.23958134651184082,False
1174,add,1,512,15,3,63,0.24351894855499268,True
1175,add,1,512,15,3,0,0.0076465606689453125,False
1176,add,1,512,15,3,1,0.011100053787231445,False
1177,add,1,512,15,3,2,0.014731884002685547,False
1178,add,1,512,15,3,3,0.018355965614318848,False
1179,add,1,512,15,3,4,0.022387266159057617,False
1180,add,1,512,15,3,5,0.026182055473327637,False
1181,add,1,512,15,3,6,0.02977585792541504,False
1182,add,1,512,15,3,7,0.03320646286010742,False
1183,add,1,512,15,3,8,0.036540865898132324,False
1184,add,1,512,15,3,9,0.03955948352813721,False
1185,add,1,512,15,3,10,0.043460726737976074,False
1186,add,1,512,15,3,11,0.047780513763427734,False
1187,add,1,512,15,3,12,0.051404476165771484,False
1188,add,1,512,15,3,13,0.054848670959472656,False
1189,add,1,512,15,3,14,0.05795109272003174,False
1190,add,1,512,15,3,15,0.06153368949890137,False
1191,add,1,512,15,3,16,0.0647437572479248,False
1192,add,1,512,15,3,17,0.0687481164932251,False
1193,add,1,512,15,3,18,0.0720292329788208,False
1194,add,1,512,15,3,19,0.07580709457397461,False
1195,add,1,512,15,3,20,0.07920444011688232,False
1196,add,1,512,15,3,21,0.08232557773590088,False
1197,add,1,512,15,3,22,0.08638107776641846,False
1198,add,1,512,15,3,23,0.09007489681243896,False
1199,add,1,512,15,3,24,0.09337913990020752,False
1200,add,1,512,15,3,25,0.09748125076293945,False
1201,add,1,512,15,3,26,0.10085511207580566,False
1202,add,1,512,15,3,27,0.10462546348571777,False
1203,add,1,512,15,3,28,0.10788917541503906,False
1204,add,1,512,15,3,29,0.11106991767883301,False
1205,add,1,512,15,3,30,0.11405754089355469,False
1206,add,1,512,15,3,31,0.11871254444122314,False
1207,add,1,512,15,3,32,0.12232053279876709,False
1208,add,1,512,15,3,33,0.12602484226226807,False
1209,add,1,512,15,3,34,0.1305316686630249,False
1210,add,1,512,15,3,35,0.1342700719833374,False
1211,add,1,512,15,3,36,0.13797509670257568,False
1212,add,1,512,15,3,37,0.14209437370300293,False
1213,add,1,512,15,3,38,0.14621257781982422,False
1214,add,1,512,15,3,39,0.15020644664764404,False
1215,add,1,512,15,3,40,0.15366017818450928,False
1216,add,1,512,15,3,41,0.15745460987091064,False
1217,add,1,512,15,3,42,0.16110873222351074,False
1218,add,1,512,15,3,43,0.1648794412612915,False
1219,add,1,512,15,3,44,0.16855919361114502,False
1220,add,1,512,15,3,45,0.17187035083770752,False
1221,add,1,512,15,3,46,0.17598044872283936,False
1222,add,1,512,15,3,47,0.1797783374786377,False
1223,add,1,512,15,3,48,0.18378806114196777,False
1224,add,1,512,15,3,49,0.18696999549865723,False
1225,add,1,512,15,3,50,0.1903773546218872,False
1226,add,1,512,15,3,51,0.19376647472381592,False
1227,add,1,512,15,3,52,0.19707632064819336,False
1228,add,1,512,15,3,53,0.20090770721435547,False
1229,add,1,512,15,3,54,0.20421504974365234,False
1230,add,1,512,15,3,55,0.2073993682861328,False
1231,add,1,512,15,3,56,0.21122777462005615,False
1232,add,1,512,15,3,57,0.21479439735412598,False
1233,add,1,512,15,3,58,0.2183762788772583,False
1234,add,1,512,15,3,59,0.221809983253479,False
1235,add,1,512,15,3,60,0.22785067558288574,True
1236,add,1,512,15,3,0,0.0077277421951293945,False
1237,add,1,512,15,3,1,0.012560844421386719,False
1238,add,1,512,15,3,2,0.016405224800109863,False
1239,add,1,512,15,3,3,0.02073514461517334,False
1240,add,1,512,15,3,4,0.024972915649414062,False
1241,add,1,512,15,3,5,0.029216527938842773,False
1242,add,1,512,15,3,6,0.0334550142288208,False
1243,add,1,512,15,3,7,0.0373692512512207,False
1244,add,1,512,15,3,8,0.04192817211151123,False
1245,add,1,512,15,3,9,0.04563271999359131,False
1246,add,1,512,15,3,10,0.050245046615600586,False
1247,add,1,512,15,3,11,0.054610610008239746,False
1248,add,1,512,15,3,12,0.05833232402801514,False
1249,add,1,512,15,3,13,0.06260883808135986,False
1250,add,1,512,15,3,14,0.06759870052337646,False
1251,add,1,512,15,3,15,0.0716472864151001,False
1252,add,1,512,15,3,16,0.07593953609466553,False
1253,add,1,512,15,3,17,0.07972824573516846,False
1254,add,1,512,15,3,18,0.08368074893951416,False
1255,add,1,512,15,3,19,0.0873265266418457,False
1256,add,1,512,15,3,20,0.09201860427856445,False
1257,add,1,512,15,3,21,0.09667408466339111,False
1258,add,1,512,15,3,22,0.10138523578643799,False
1259,add,1,512,15,3,23,0.10565662384033203,False
1260,add,1,512,15,3,24,0.10975360870361328,False
1261,add,1,512,15,3,25,0.11372029781341553,False
1262,add,1,512,15,3,26,0.11715185642242432,False
1263,add,1,512,15,3,27,0.12124288082122803,False
1264,add,1,512,15,3,28,0.12573325634002686,False
1265,add,1,512,15,3,29,0.13020944595336914,False
1266,add,1,512,15,3,30,0.13460731506347656,False
1267,add,1,512,15,3,31,0.13802742958068848,False
1268,add,1,512,15,3,32,0.14140141010284424,False
1269,add,1,512,15,3,33,0.14499104022979736,False
1270,add,1,512,15,3,34,0.1492375135421753,False
1271,add,1,512,15,3,35,0.15232181549072266,False
1272,add,1,512,15,3,36,0.15651702880859375,False
1273,add,1,512,15,3,37,0.1604769229888916,False
1274,add,1,512,15,3,38,0.1641690731048584,False
1275,add,1,512,15,3,39,0.16810822486877441,False
1276,add,1,512,15,3,40,0.172149658203125,False
1277,add,1,512,15,3,41,0.1761176586151123,False
1278,add,1,512,15,3,42,0.18067586421966553,False
1279,add,1,512,15,3,43,0.18457090854644775,False
1280,add,1,512,15,3,44,0.1879568099975586,False
1281,add,1,512,15,3,45,0.19227707386016846,False
1282,add,1,512,15,3,46,0.19620752334594727,False
1283,add,1,512,15,3,47,0.19977986812591553,False
1284,add,1,512,15,3,48,0.2035961151123047,False
1285,add,1,512,15,3,49,0.2078418731689453,False
1286,add,1,512,15,3,50,0.21248340606689453,False
1287,add,1,512,15,3,51,0.2162710428237915,False
1288,add,1,512,15,3,52,0.22083497047424316,False
1289,add,1,512,15,3,53,0.2249610424041748,False
1290,add,1,512,15,3,54,0.22948384284973145,False
1291,add,1,512,15,3,55,0.23376047611236572,False
1292,add,1,512,15,3,56,0.23732733726501465,False
1293,add,1,512,15,3,57,0.24122405052185059,False
1294,add,1,512,15,3,58,0.24531877040863037,False
1295,add,1,512,15,3,59,0.24926114082336426,False
1296,add,1,512,15,3,60,0.25400447845458984,False
1297,add,1,512,15,3,61,0.25784897804260254,False
1298,add,1,512,15,3,62,0.26183342933654785,False
1299,add,1,512,15,3,63,0.26570045948028564,False
1300,add,1,512,15,3,64,0.2700233459472656,False
1301,add,1,512,15,3,65,0.27370381355285645,False
1302,add,1,512,15,3,66,0.27768850326538086,True
1303,add,1,512,15,3,0,0.007007002830505371,False
1304,add,1,512,15,3,1,0.010640144348144531,False
1305,add,1,512,15,3,2,0.014423608779907227,False
1306,add,1,512,15,3,3,0.017818093299865723,False
1307,add,1,512,15,3,4,0.02122807502746582,False
1308,add,1,512,15,3,5,0.025049328804016113,False
1309,add,1,512,15,3,6,0.028779149055480957,False
1310,add,1,512,15,3,7,0.03233325481414795,False
1311,add,1,512,15,3,8,0.03563427925109863,False
1312,add,1,512,15,3,9,0.03867471218109131,False
1313,add,1,512,15,3,10,0.04279601573944092,False
1314,add,1,512,15,3,11,0.047336459159851074,False
1315,add,1,512,15,3,12,0.05123162269592285,False
1316,add,1,512,15,3,13,0.054912686347961426,False
1317,add,1,512,15,3,14,0.05856335163116455,False
1318,add,1,512,15,3,15,0.062378644943237305,False
1319,add,1,512,15,3,16,0.06660747528076172,False
1320,add,1,512,15,3,17,0.07045960426330566,False
1321,add,1,512,15,3,18,0.07382392883300781,False
1322,add,1,512,15,3,19,0.077187180519104,False
1323,add,1,512,15,3,20,0.0806732177734375,False
1324,add,1,512,15,3,21,0.0849006175994873,False
1325,add,1,512,15,3,22,0.0884484052658081,False
1326,add,1,512,15,3,23,0.09207653999328613,False
1327,add,1,512,15,3,24,0.09543728828430176,False
1328,add,1,512,15,3,25,0.09885621070861816,False
1329,add,1,512,15,3,26,0.10287284851074219,False
1330,add,1,512,15,3,27,0.10614323616027832,False
1331,add,1,512,15,3,28,0.11001038551330566,False
1332,add,1,512,15,3,29,0.11330461502075195,False
1333,add,1,512,15,3,30,0.11752200126647949,False
1334,add,1,512,15,3,31,0.12130308151245117,False
1335,add,1,512,15,3,32,0.1255192756652832,False
1336,add,1,512,15,3,33,0.1287696361541748,False
1337,add,1,512,15,3,34,0.13321912288665771,False
1338,add,1,512,15,3,35,0.13664734363555908,False
1339,add,1,512,15,3,36,0.13990187644958496,False
1340,add,1,512,15,3,37,0.14331388473510742,False
1341,add,1,512,15,3,38,0.14669179916381836,False
1342,add,1,512,15,3,39,0.15034735202789307,False
1343,add,1,512,15,3,40,0.15425169467926025,False
1344,add,1,512,15,3,41,0.15751409530639648,False
1345,add,1,512,15,3,42,0.16122889518737793,False
1346,add,1,512,15,3,43,0.16495883464813232,False
1347,add,1,512,15,3,44,0.16859138011932373,False
1348,add,1,512,15,3,45,0.1721944808959961,False
1349,add,1,512,15,3,46,0.17568063735961914,False
1350,add,1,512,15,3,47,0.17946326732635498,False
1351,add,1,512,15,3,48,0.1830655336380005,False
1352,add,1,512,15,3,49,0.1870971918106079,False
1353,add,1,512,15,3,50,0.19093239307403564,False
1354,add,1,512,15,3,51,0.1945101022720337,False
1355,add,1,512,15,3,52,0.19747495651245117,False
1356,add,1,512,15,3,53,0.20107531547546387,False
1357,add,1,512,15,3,54,0.20481324195861816,False
