,method,n,d,q,p,time
11627,Decrypt,8,8,44,6,0.0003264054997998755
11628,Addition,8,8,44,6,5.860119999852031e-05
11629,Multiplication,8,8,44,6,0.029129313500015998
11630,KeyGen,8,8,44,5,0.030362687100569018
11631,Encryption,8,8,44,5,0.00310125469986815
11632,Decrypt,8,8,44,5,0.0003677353000966832
11633,Addition,8,8,44,5,5.811320006614551e-05
11634,Multiplication,8,8,44,5,0.03001433309982531
11635,KeyGen,8,8,44,4,0.02928507559990976
11636,Encryption,8,8,44,4,0.0029303862997039688
11637,Decrypt,8,8,44,4,0.0003308724997623358
11638,Addition,8,8,44,4,5.843109975103289e-05
11639,Multiplication,8,8,44,4,0.029759060999640496
11640,KeyGen,8,8,44,3,0.02810283610015176
11641,Encryption,8,8,44,3,0.002656908799690427
11642,Decrypt,8,8,44,3,0.0003233464994991664
11643,Addition,8,8,44,3,5.9514199529075994e-05
11644,Multiplication,8,8,44,3,0.02791183329973137
11645,KeyGen,8,8,44,2,0.027523829599522286
11646,Encryption,8,8,44,2,0.002621503199770814
11647,Decrypt,8,8,44,2,0.0003262674996221904
11648,Addition,8,8,44,2,5.726410017814487e-05
11649,Multiplication,8,8,44,2,0.02783183070059749
11650,KeyGen,8,8,44,1,0.028140354799688794
11651,Encryption,8,8,44,1,0.0026291192996723113
11652,Decrypt,8,8,44,1,0.000327318500058027
11653,Addition,8,8,44,1,5.777219994342886e-05
11654,Multiplication,8,8,44,1,0.027755215100478382
11655,KeyGen,8,8,42,8,0.029333850600232837
11656,Encryption,8,8,42,8,0.002741237499867566
11657,Decrypt,8,8,42,8,0.00033802479956648315
11658,Addition,8,8,42,8,5.7215100241592154e-05
11659,Multiplication,8,8,42,8,0.029770882299635558
11660,KeyGen,8,8,42,7,0.02940443499974208
11661,Encryption,8,8,42,7,0.002631087400368415
11662,Decrypt,8,8,42,7,0.00032452849991386755
11663,Addition,8,8,42,7,5.830520021845587e-05
11664,Multiplication,8,8,42,7,0.027189275899581845
11665,KeyGen,8,8,42,9,0.030101221799850465
11666,Encryption,8,8,42,9,0.002706817899888847
11667,Decrypt,8,8,42,9,0.0003287255996838212
11668,Addition,8,8,42,9,5.8653199812397364e-05
11669,Multiplication,8,8,42,9,0.03429873029963346
11670,KeyGen,8,8,42,6,0.02893559660005849
11671,Encryption,8,8,42,6,0.002672095199523028
11672,Decrypt,8,8,42,6,0.0003283074998762459
11673,Addition,8,8,42,6,5.709120014216751e-05
11674,Multiplication,8,8,42,6,0.03143562340046628
11675,KeyGen,8,8,42,5,0.028580573500221362
11676,Encryption,8,8,42,5,0.002660828000080073
11677,Decrypt,8,8,42,5,0.00032462249946547673
11678,Addition,8,8,42,5,5.811020018882118e-05
11679,Multiplication,8,8,42,5,0.034702063300210285
11680,KeyGen,8,8,42,3,0.028320548400370172
11681,Encryption,8,8,42,3,0.002667369099799544
11682,Decrypt,8,8,42,3,0.0003299955002148636
11683,Addition,8,8,42,3,5.872510009794496e-05
11684,Multiplication,8,8,42,3,0.028934552599821473
11685,KeyGen,8,8,42,4,0.029835506500239715
11686,Encryption,8,8,42,4,0.0026503388005949093
11687,Decrypt,8,8,42,4,0.00032820449996506795
11688,Addition,8,8,42,4,5.661420000251383e-05
11689,Multiplication,8,8,42,4,0.03155123069955153
11690,KeyGen,8,8,42,1,0.028398361000290605
11691,Encryption,8,8,42,1,0.002687415500258794
11692,Decrypt,8,8,42,1,0.0003267954998591449
11693,Addition,8,8,42,1,5.756619939347729e-05
11694,Multiplication,8,8,42,1,0.029522114300198153
11695,KeyGen,8,8,42,2,0.028921683399676112
11696,Encryption,8,8,42,2,0.0026262132996635046
11697,Decrypt,8,8,42,2,0.0003209583999705501
11698,Addition,8,8,42,2,5.622310054604895e-05
11699,Multiplication,8,8,42,2,0.032498696599941465
11700,KeyGen,8,8,40,9,0.029956637999566736
11701,Encryption,8,8,40,9,0.0024218591999670023
11702,Decrypt,8,8,40,9,0.0003103432005445939
11703,Addition,8,8,40,9,4.888399998890236e-05
11704,Multiplication,8,8,40,9,0.029454372899635928
11705,KeyGen,8,8,40,8,0.029119478299980982
11706,Encryption,8,8,40,8,0.002720384100393858
11707,Decrypt,8,8,40,8,0.000296559799608076
11708,Addition,8,8,40,8,5.7478099915897476e-05
11709,Multiplication,8,8,40,8,0.03096608900013962
11710,KeyGen,8,8,40,7,0.03119971970008919
11711,Encryption,8,8,40,7,0.0026403665004181677
11712,Decrypt,8,8,40,7,0.00033064060044125655
11713,Addition,8,8,40,7,5.746410024585202e-05
11714,Multiplication,8,8,40,7,0.02921203920050175
11715,KeyGen,8,8,40,6,0.03028950160005479
11716,Encryption,8,8,40,6,0.002624853199813515
11717,Decrypt,8,8,40,6,0.0003266654995968565
11718,Addition,8,8,40,6,5.906220030738041e-05
11719,Multiplication,8,8,40,6,0.029129782500240252
11720,KeyGen,8,8,40,5,0.02972672039977624
11721,Encryption,8,8,40,5,0.0026516316997003742
11722,Decrypt,8,8,40,5,0.0003251775000535417
11723,Addition,8,8,40,5,5.893519992241636e-05
11724,Multiplication,8,8,40,5,0.02914297679963056
11725,KeyGen,8,8,40,4,0.02862858660009806
11726,Encryption,8,8,40,4,0.002667228999780491
11727,Decrypt,8,8,40,4,0.0003373666993866209
11728,Addition,8,8,40,4,5.893709967494942e-05
11729,Multiplication,8,8,40,4,0.029208773100253892
11730,KeyGen,8,8,40,3,0.028132251700299093
11731,Encryption,8,8,40,3,0.0026748032003524715
11732,Decrypt,8,8,40,3,0.00033076059989980424
11733,Addition,8,8,40,3,5.828119974466972e-05
11734,Multiplication,8,8,40,3,0.028246523000416347
11735,KeyGen,8,8,40,2,0.027827268599503442
11736,Encryption,8,8,40,2,0.002636094500485342
11737,Decrypt,8,8,40,2,0.0003053770000406075
11738,Addition,8,8,40,2,5.5501099996035916e-05
11739,Multiplication,8,8,40,2,0.027649894000205677
11740,KeyGen,8,8,40,1,0.027663539299828697
11741,Encryption,8,8,40,1,0.0026334023998060728
11742,Decrypt,8,8,40,1,0.0003298015995824244
11743,Addition,8,8,40,1,5.1558000268414614e-05
11744,Multiplication,8,8,40,1,0.027927221600111806
11745,KeyGen,8,8,38,9,0.029228551399864956
11746,Encryption,8,8,38,9,0.00273035029968014
11747,Decrypt,8,8,38,9,0.00032638649936416185
11748,Addition,8,8,38,9,5.777620026492514e-05
11749,Multiplication,8,8,38,9,0.029611565099912696
11750,KeyGen,8,8,38,8,0.030300283800170292
11751,Encryption,8,8,38,8,0.0026617890005582014
11752,Decrypt,8,8,38,8,0.00032842849977896547
11753,Addition,8,8,38,8,5.830209993291646e-05
11754,Multiplication,8,8,38,8,0.029857877999893388
11755,KeyGen,8,8,38,7,0.02932928349982831
11756,Encryption,8,8,38,7,0.002653846799512394
11757,Decrypt,8,8,38,7,0.000322895499994047
11758,Addition,8,8,38,7,5.9421200421638784e-05
11759,Multiplication,8,8,38,7,0.031126923299598274
11760,KeyGen,8,8,38,6,0.028661505200579994
11761,Encryption,8,8,38,6,0.0026937556001939813
11762,Decrypt,8,8,38,6,0.0003327705999254249
11763,Addition,8,8,38,6,5.895810027141124e-05
11764,Multiplication,8,8,38,6,0.02904566189972684
11765,KeyGen,8,8,38,5,0.028276695500244385
11766,Encryption,8,8,38,5,0.0026267702000041027
11767,Decrypt,8,8,38,5,0.0003272224996180739
11768,Addition,8,8,38,5,5.816709963255562e-05
11769,Multiplication,8,8,38,5,0.02851049920063815
11770,KeyGen,8,8,38,4,0.02833890380061348
11771,Encryption,8,8,38,4,0.0026325764003559014
11772,Decrypt,8,8,38,4,0.00033277460024692116
11773,Addition,8,8,38,4,5.744720037910156e-05
11774,Multiplication,8,8,38,4,0.02823878080016584
11775,KeyGen,8,8,38,3,0.027975382500153502
11776,Encryption,8,8,38,3,0.0026652551001461688
11777,Decrypt,8,8,38,3,0.000333178599976236
11778,Addition,8,8,38,3,5.796309997094795e-05
11779,Multiplication,8,8,38,3,0.028566766399308108
11780,KeyGen,8,8,38,2,0.028060111199738457
11781,Encryption,8,8,38,2,0.0026377873997262213
11782,Decrypt,8,8,38,2,0.0003220383994630538
11783,Addition,8,8,38,2,5.8606100355973465e-05
11784,Multiplication,8,8,38,2,0.028095511900028215
11785,KeyGen,8,8,38,1,0.02898372859999654
11786,Encryption,8,8,38,1,0.0026629590000084137
11787,Decrypt,8,8,38,1,0.00033324859978165475
11788,Addition,8,8,38,1,5.741109998780303e-05
11789,Multiplication,8,8,38,1,0.028497338000306627
11790,KeyGen,8,8,36,9,0.02935542299965164
11791,Encryption,8,8,36,9,0.0027257082001597155
11792,Decrypt,8,8,36,9,0.00033895880042109636
11793,Addition,8,8,36,9,5.7374199968762696e-05
11794,Multiplication,8,8,36,9,0.029452140900684754
11795,KeyGen,8,8,36,8,0.028857680100190918
11796,Encryption,8,8,36,8,0.002726250299747335
11797,Decrypt,8,8,36,8,0.0003267605003202334
11798,Addition,8,8,36,8,5.889019957976416e-05
11799,Multiplication,8,8,36,8,0.029203940000297735
11800,KeyGen,8,8,36,7,0.029428278500563464
11801,Encryption,8,8,36,7,0.0026530638002441264
11802,Decrypt,8,8,36,7,0.00033257569957640954
11803,Addition,8,8,36,7,5.800220023957081e-05
11804,Multiplication,8,8,36,7,0.029530846499983453
11805,KeyGen,8,8,36,6,0.028625654500501696
11806,Encryption,8,8,36,6,0.0026735491999716034
11807,Decrypt,8,8,36,6,0.0003397337997739669
11808,Addition,8,8,36,6,5.9455199516378346e-05
11809,Multiplication,8,8,36,6,0.028422297500219428
11810,KeyGen,8,8,36,5,0.029117912199581042
11811,Encryption,8,8,36,5,0.0026348184001108166
11812,Decrypt,8,8,36,5,0.00033217660020454785
11813,Addition,8,8,36,5,5.870420063729398e-05
11814,Multiplication,8,8,36,5,0.028772031399421395
11815,KeyGen,8,8,36,4,0.029947041800187434
11816,Encryption,8,8,36,4,0.0026565077998384366
11817,Decrypt,8,8,36,4,0.0003297055998700671
11818,Addition,8,8,36,4,6.006319963489659e-05
11819,Multiplication,8,8,36,4,0.030554196899902308
11820,KeyGen,8,8,36,3,0.02798306170006981
11821,Encryption,8,8,36,3,0.002662022000004072
11822,Decrypt,8,8,36,3,0.000336056700325571
11823,Addition,8,8,36,3,5.786120018456131e-05
11824,Multiplication,8,8,36,3,0.02818229370022891
11825,KeyGen,8,8,36,2,0.027691986900026676
11826,Encryption,8,8,36,2,0.002638816500257235
11827,Decrypt,8,8,36,2,0.0003174233002937399
11828,Addition,8,8,36,2,7.772649987600744e-05
11829,Multiplication,8,8,36,2,0.027882824699918273
11830,KeyGen,8,8,36,1,0.027627158600080293
11831,Encryption,8,8,36,1,0.0026597998999932314
11832,Decrypt,8,8,36,1,0.0003346456003782805
11833,Addition,8,8,36,1,5.788020062027499e-05
11834,Multiplication,8,8,36,1,0.02767575460020453
11835,KeyGen,8,8,34,9,0.029060373199899913
11836,Encryption,8,8,34,9,0.0026618240000971126
11837,Decrypt,8,8,34,9,0.00032589539987384344
11838,Addition,8,8,34,9,6.405530002666638e-05
11839,Multiplication,8,8,34,9,0.029199597900151274
11840,KeyGen,8,8,34,8,0.029227706500387286
11841,Encryption,8,8,34,8,0.002650501799507765
11842,Decrypt,8,8,34,8,0.0003342266994877718
11843,Addition,8,8,34,8,5.9092199808219445e-05
11844,Multiplication,8,8,34,8,0.028348666000238155
11845,KeyGen,8,8,34,7,0.030750815800274722
11846,Encryption,8,8,34,7,0.002712003900523996
11847,Decrypt,8,8,34,7,0.0003298915005871095
11848,Addition,8,8,34,7,5.977120017632842e-05
11849,Multiplication,8,8,34,7,0.030669262100127527
11850,KeyGen,8,8,34,6,0.028578651499992704
11851,Encryption,8,8,34,6,0.0026915955000731628
11852,Decrypt,8,8,34,6,0.0003320835996419191
11853,Addition,8,8,34,6,5.7418199867242946e-05
11854,Multiplication,8,8,34,6,0.028620762399805245
11855,KeyGen,8,8,34,4,0.02872998859966174
11856,Encryption,8,8,34,4,0.0026521166997554245
11857,Decrypt,8,8,34,4,0.0003288965999672655
11858,Addition,8,8,34,4,6.305119968601503e-05
11859,Multiplication,8,8,34,4,0.02876424619971658
11860,KeyGen,8,8,34,5,0.028144915900338675
11861,Encryption,8,8,34,5,0.005611152599885827
11862,Decrypt,8,8,34,5,0.0003303275996586308
11863,Addition,8,8,34,5,5.402409951784648e-05
11864,Multiplication,8,8,34,5,0.02824029490002431
11865,KeyGen,8,8,34,3,0.028063238300092053
11866,Encryption,8,8,34,3,0.002652679799939506
11867,Decrypt,8,8,34,3,0.00033465669985162095
11868,Addition,8,8,34,3,5.834919938934036e-05
11869,Multiplication,8,8,34,3,0.027721747500618222
11870,KeyGen,8,8,34,2,0.027940051899349783
11871,Encryption,8,8,34,2,0.0026700031994550955
11872,Decrypt,8,8,34,2,0.00033101559965871276
11873,Addition,8,8,34,2,5.6970099831232804e-05
11874,Multiplication,8,8,34,2,0.028491220800060547
11875,KeyGen,8,8,34,1,0.02844145290000597
11876,Encryption,8,8,34,1,0.002648033700097585
11877,Decrypt,8,8,34,1,0.0005961178998404648
11878,Addition,8,8,34,1,7.573850016342475e-05
11879,Multiplication,8,8,34,1,0.029052376999607075
11880,KeyGen,8,8,32,9,0.02929636879998725
11881,Encryption,8,8,32,9,0.002695433700137073
11882,Decrypt,8,8,32,9,0.0003358437003043946
11883,Addition,8,8,32,9,5.7459100207779554e-05
11884,Multiplication,8,8,32,9,0.02884713000021293
11885,KeyGen,8,8,32,7,0.028851666999980808
11886,Encryption,8,8,32,7,0.0027321333000145387
11887,Decrypt,8,8,32,7,0.00033085760005633345
11888,Addition,8,8,32,7,5.771720025222748e-05
11889,Multiplication,8,8,32,7,0.028565717300079996
11890,KeyGen,8,8,32,8,0.028868404300010298
11891,Encryption,8,8,32,8,0.002726014299696544
11892,Decrypt,8,8,32,8,0.0003370496997376904
11893,Addition,8,8,32,8,5.9336100093787536e-05
11894,Multiplication,8,8,32,8,0.032919754900649426
11895,KeyGen,8,8,32,6,0.02859128390045953
11896,Encryption,8,8,32,6,0.00269686170067871
11897,Decrypt,8,8,32,6,0.00033567360005690714
11898,Addition,8,8,32,6,5.857409996679053e-05
11899,Multiplication,8,8,32,6,0.029507962100615258
11900,KeyGen,8,8,32,5,0.029959786999825155
11901,Encryption,8,8,32,5,0.0026935866000712847
11902,Decrypt,8,8,32,5,0.00033221560006495564
11903,Addition,8,8,32,5,5.994019957142882e-05
11904,Multiplication,8,8,32,5,0.028273330500087467
11905,KeyGen,8,8,32,4,0.029592831800255227
11906,Encryption,8,8,32,4,0.0026751932004117408
11907,Decrypt,8,8,32,4,0.00033300360009889116
11908,Addition,8,8,32,4,5.809319991385564e-05
11909,Multiplication,8,8,32,4,0.029257540099933976
11910,KeyGen,8,8,32,3,0.02791195730023901
11911,Encryption,8,8,32,3,0.002701346699905116
11912,Decrypt,8,8,32,3,0.0003284934995463118
11913,Addition,8,8,32,3,5.780520004918799e-05
11914,Multiplication,8,8,32,3,0.027724677600053836
11915,KeyGen,8,8,32,2,0.028263043300103163
11916,Encryption,8,8,32,2,0.002809875900129555
11917,Decrypt,8,8,32,2,0.000330102499719942
11918,Addition,8,8,32,2,5.701109985238873e-05
11919,Multiplication,8,8,32,2,0.028167946400208164
11920,KeyGen,8,8,32,1,0.029098225900088436
11921,Encryption,8,8,32,1,0.0028034287999616934
11922,Decrypt,8,8,32,1,0.00033263659934164026
11923,Addition,8,8,32,1,5.714209983125329e-05
11924,Multiplication,8,8,32,1,0.027875687599589583
11925,KeyGen,8,8,30,9,0.02878357359950314
11926,Encryption,8,8,30,9,0.0025257963003241456
11927,Decrypt,8,8,30,9,0.00031161719962256027
11928,Addition,8,8,30,9,5.810410002595745e-05
11929,Multiplication,8,8,30,9,0.027457905300252605
11930,KeyGen,8,8,30,8,0.029131935599434656
11931,Encryption,8,8,30,8,0.002532954300113488
11932,Decrypt,8,8,30,8,0.00030747220007469877
11933,Addition,8,8,30,8,5.620509982691146e-05
11934,Multiplication,8,8,30,8,0.028772529499838127
11935,KeyGen,8,8,30,7,0.0275703675004479
11936,Encryption,8,8,30,7,0.0025102028994297143
11937,Decrypt,8,8,30,7,0.00031293319989345036
11938,Addition,8,8,30,7,5.743910005548969e-05
11939,Multiplication,8,8,30,7,0.03377877800012356
11940,KeyGen,8,8,30,5,0.02827513349984656
11941,Encryption,8,8,30,5,0.002301206699485192
11942,Decrypt,8,8,30,5,0.00028360270007397046
11943,Addition,8,8,30,5,5.260610050754622e-05
11944,Multiplication,8,8,30,5,0.029264388199953827
11945,KeyGen,8,8,30,6,0.02823057970017544
11946,Encryption,8,8,30,6,0.002509922900208039
11947,Decrypt,8,8,30,6,0.0003120332999969833
11948,Addition,8,8,30,6,5.711709964089096e-05
11949,Multiplication,8,8,30,6,0.03257852009992348
11950,KeyGen,8,8,30,4,0.028063537400157657
11951,Encryption,8,8,30,4,0.0024415345003944823
11952,Decrypt,8,8,30,4,0.00030863709980621934
11953,Addition,8,8,30,4,5.722109999624081e-05
11954,Multiplication,8,8,30,4,0.032649732599384154
11955,KeyGen,8,8,30,2,0.032906959699903385
11956,Encryption,8,8,30,2,0.0024986167001770808
11957,Decrypt,8,8,30,2,0.0002623852000397164
11958,Addition,8,8,30,2,4.9281999963568524e-05
11959,Multiplication,8,8,30,2,0.026590020000003278
11960,KeyGen,8,8,30,3,0.03626440150037524
11961,Encryption,8,8,30,3,0.0028479237000283318
11962,Decrypt,8,8,30,3,0.00017305439978372307
11963,Addition,8,8,30,3,3.141060005873442e-05
11964,Multiplication,8,8,30,3,0.027151785199384902
11965,KeyGen,8,8,28,9,0.0330115577999095
11966,Encryption,8,8,28,9,0.00251858510018792
11967,Decrypt,8,8,28,9,0.00031250420070136895
11968,Addition,8,8,28,9,5.2888999925926326e-05
11969,Multiplication,8,8,28,9,0.027306894199864474
11970,KeyGen,8,8,28,6,0.029532297599507727
11971,Encryption,8,8,28,6,0.002655153800151311
11972,Decrypt,8,8,28,6,0.0003016740003658924
11973,Addition,8,8,28,6,5.441809989861213e-05
11974,Multiplication,8,8,28,6,0.02678670890018111
11975,KeyGen,8,8,28,7,0.035486682999908224
11976,Encryption,8,8,28,7,0.0024109179998049513
11977,Decrypt,8,8,28,7,0.000305651099915849
11978,Addition,8,8,28,7,5.477110025822185e-05
11979,Multiplication,8,8,28,7,0.027565406500070822
11980,KeyGen,8,8,30,1,0.04209316249980475
11981,Encryption,8,8,30,1,0.002546985699882498
11982,Decrypt,8,8,30,1,0.0003073191001021769
11983,Addition,8,8,30,1,5.607209968729876e-05
11984,Multiplication,8,8,30,1,0.026877573799720268
11985,KeyGen,8,8,28,8,0.037766004399600206
11986,Encryption,8,8,28,8,0.002357562899851473
11987,Decrypt,8,8,28,8,0.00030954009998822584
11988,Addition,8,8,28,8,5.33369995537214e-05
11989,Multiplication,8,8,28,8,0.027668779500527308
11990,KeyGen,8,8,28,5,0.030341493600280954
11991,Encryption,8,8,28,5,0.002446493699972052
11992,Decrypt,8,8,28,5,0.0003098241999396123
11993,Addition,8,8,28,5,5.384010000852868e-05
11994,Multiplication,8,8,28,5,0.02665807540033711
11995,KeyGen,8,8,28,4,0.0295928046994959
11996,Encryption,8,8,28,4,0.0024231722003605683
11997,Decrypt,8,8,28,4,0.0003089691999775823
11998,Addition,8,8,28,4,5.4343100055120884e-05
11999,Multiplication,8,8,28,4,0.026466291600081605
12000,KeyGen,8,8,28,3,0.027680304699606494
12001,Encryption,8,8,28,3,0.0023927066002215726
12002,Decrypt,8,8,28,3,0.00030497109983116386
12003,Addition,8,8,28,3,5.3385100181913e-05
12004,Multiplication,8,8,28,3,0.02625714239984518
12005,KeyGen,8,8,28,2,0.027376034700137098
12006,Encryption,8,8,28,2,0.0024317083996720614
12007,Decrypt,8,8,28,2,0.0002986239000165369
12008,Addition,8,8,28,2,5.379210051614791e-05
12009,Multiplication,8,8,28,2,0.026001516299584183
12010,KeyGen,8,8,28,1,0.02775083509986871
12011,Encryption,8,8,28,1,0.002671881199785275
12012,Decrypt,8,8,28,1,0.0003051240004424471
12013,Addition,8,8,28,1,5.440899985842407e-05
12014,Multiplication,8,8,28,1,0.027142768000339858
12015,KeyGen,8,8,26,9,0.028279298699635545
12016,Encryption,8,8,26,9,0.002399376700486755
12017,Decrypt,8,8,26,9,0.00030038700060686097
12018,Addition,8,8,26,9,5.416909989435226e-05
12019,Multiplication,8,8,26,9,0.026922191600169752
12020,KeyGen,8,8,26,8,0.027953484099998604
12021,Encryption,8,8,26,8,0.0024102019997371826
12022,Decrypt,8,8,26,8,0.0002977409996674396
12023,Addition,8,8,26,8,5.4078100220067427e-05
12024,Multiplication,8,8,26,8,0.026565620500332444
12025,KeyGen,8,8,26,7,0.02839030679970165
12026,Encryption,8,8,26,7,0.002399112699640682
12027,Decrypt,8,8,26,7,0.0003002569996169768
12028,Addition,8,8,26,7,5.320510026649572e-05
12029,Multiplication,8,8,26,7,0.02652035659993999
12030,KeyGen,8,8,26,6,0.029310143100155985
12031,Encryption,8,8,26,6,0.002404724799998803
12032,Decrypt,8,8,26,6,0.00030305999971460553
12033,Addition,8,8,26,6,5.52081000932958e-05
12034,Multiplication,8,8,26,6,0.02711224439990474
12035,KeyGen,8,8,26,4,0.027990369900362567
12036,Encryption,8,8,26,4,0.0025315692997537552
12037,Decrypt,8,8,26,4,0.000299917899974389
12038,Addition,8,8,26,4,5.3899100021226334e-05
12039,Multiplication,8,8,26,4,0.026715694599988637
12040,KeyGen,8,8,26,3,0.028378016600618138
12041,Encryption,8,8,26,3,0.002410736899764743
12042,Decrypt,8,8,26,3,0.00029919400039943864
12043,Addition,8,8,26,3,5.432610050775111e-05
12044,Multiplication,8,8,26,3,0.026770002600096633
12045,KeyGen,8,8,26,5,0.02890304009997635
12046,Encryption,8,8,26,5,0.0024375194996537177
12047,Decrypt,8,8,26,5,0.0002942289000202436
12048,Addition,8,8,26,5,5.5066099594114346e-05
12049,Multiplication,8,8,26,5,0.02776190529984888
12050,KeyGen,8,8,26,2,0.027674799600208643
12051,Encryption,8,8,26,2,0.0024223802000051366
12052,Decrypt,8,8,26,2,0.0003015390997461509
12053,Addition,8,8,26,2,5.493709977599792e-05
12054,Multiplication,8,8,26,2,0.026315786600025603
12055,KeyGen,8,8,26,1,0.02685467230039649
12056,Encryption,8,8,26,1,0.002410652999969898
12057,Decrypt,8,8,26,1,0.00029876400003558956
12058,Addition,8,8,26,1,5.352410007617436e-05
12059,Multiplication,8,8,26,1,0.026061419500183546
12060,KeyGen,8,8,24,9,0.028168145400559296
12061,Encryption,8,8,24,9,0.0023767603001033422
12062,Decrypt,8,8,24,9,0.00029578590037999676
12063,Addition,8,8,24,9,5.4800100042484703e-05
12064,Multiplication,8,8,24,9,0.026698109199787722
12065,KeyGen,8,8,24,8,0.028170152499660615
12066,Encryption,8,8,24,8,0.0024011966997932177
12067,Decrypt,8,8,24,8,0.00030207800009520727
12068,Addition,8,8,24,8,5.420909947133623e-05
12069,Multiplication,8,8,24,8,0.02706082839940791
12070,KeyGen,8,8,24,7,0.029446178800571942
12071,Encryption,8,8,24,7,0.0026181870001892094
12072,Decrypt,8,8,24,7,0.0003015009999217
12073,Addition,8,8,24,7,5.453509947983548e-05
12074,Multiplication,8,8,24,7,0.027533183800551343
12075,KeyGen,8,8,24,6,0.027688131899776636
12076,Encryption,8,8,24,6,0.0023637790996872353
12077,Decrypt,8,8,24,6,0.00029804389996570537
12078,Addition,8,8,24,6,5.472009943332523e-05
12079,Multiplication,8,8,24,6,0.02683457989987801
12080,KeyGen,8,8,24,5,0.0274794936995022
12081,Encryption,8,8,24,5,0.002409525999973994
12082,Decrypt,8,8,24,5,0.00030311810041894205
12083,Addition,8,8,24,5,5.433710030047223e-05
12084,Multiplication,8,8,24,5,0.026402653300465317
12085,KeyGen,8,8,24,4,0.027722201599681286
12086,Encryption,8,8,24,4,0.002490054599911673
12087,Decrypt,8,8,24,4,0.0002955798998300452
12088,Addition,8,8,24,4,5.2017100097145884e-05
12089,Multiplication,8,8,24,4,0.02619341319950763
12090,KeyGen,8,8,24,3,0.027704981200076872
12091,Encryption,8,8,24,3,0.002371318099903874
12092,Decrypt,8,8,24,3,0.00030123899996397084
12093,Addition,8,8,24,3,5.48810996406246e-05
12094,Multiplication,8,8,24,3,0.02845268809978734
12095,KeyGen,8,8,24,2,0.027850184099952456
12096,Encryption,8,8,24,2,0.002414719099760987
12097,Decrypt,8,8,24,2,0.0002984719998494256
12098,Addition,8,8,24,2,5.393909959821031e-05
12099,Multiplication,8,8,24,2,0.026284966000093845
12100,KeyGen,8,8,24,1,0.028587572799733608
12101,Encryption,8,8,24,1,0.0024118150002323093
12102,Decrypt,8,8,24,1,0.00031214420014293867
12103,Addition,8,8,24,1,5.5940099991858004e-05
12104,Multiplication,8,8,24,1,0.026819254599831765
12105,KeyGen,8,8,22,8,0.028093488999729743
12106,Encryption,8,8,22,8,0.0024379194997891317
12107,Decrypt,8,8,22,8,0.0003037110000150278
12108,Addition,8,8,22,8,5.4493099742103365e-05
12109,Multiplication,8,8,22,8,0.028529541599709773
12110,KeyGen,8,8,22,9,0.029587188699952093
12111,Encryption,8,8,22,9,0.0023968436995346564
12112,Decrypt,8,8,22,9,0.0002938518999144435
12113,Addition,8,8,22,9,5.376709959818982e-05
12114,Multiplication,8,8,22,9,0.028517278399522183
12115,KeyGen,8,8,22,7,0.02745357320018229
12116,Encryption,8,8,22,7,0.002383703499799594
12117,Decrypt,8,8,22,7,0.0003066660996410064
12118,Addition,8,8,22,7,5.5023100139806046e-05
12119,Multiplication,8,8,22,7,0.02663812800019514
12120,KeyGen,8,8,22,6,0.028627452599903336
12121,Encryption,8,8,22,6,0.00240935490000993
12122,Decrypt,8,8,22,6,0.00029969690003781577
12123,Addition,8,8,22,6,5.2115000289632005e-05
12124,Multiplication,8,8,22,6,0.026629838799999563
12125,KeyGen,8,8,22,5,0.029543932800152106
12126,Encryption,8,8,22,5,0.0024137180000252554
12127,Decrypt,8,8,22,5,0.0003006849998200778
12128,Addition,8,8,22,5,5.473710043588653e-05
12129,Multiplication,8,8,22,5,0.026481069900182775
12130,KeyGen,8,8,22,4,0.028644400899793254
12131,Encryption,8,8,22,4,0.002529877299821237
12132,Decrypt,8,8,22,4,0.0002996729999722447
12133,Addition,8,8,22,4,5.334509987733327e-05
12134,Multiplication,8,8,22,4,0.02656994959979784
12135,KeyGen,8,8,22,2,0.02724146600012318
12136,Encryption,8,8,22,2,0.0023525137999968137
12137,Decrypt,8,8,22,2,0.0003002910001669079
12138,Addition,8,8,22,2,5.311900022206828e-05
12139,Multiplication,8,8,22,2,0.026801414300280157
12140,KeyGen,8,8,22,3,0.027346359100192785
12141,Encryption,8,8,22,3,0.002393652600585483
12142,Decrypt,8,8,22,3,0.0002935928001534194
12143,Addition,8,8,22,3,5.3104100516065955e-05
12144,Multiplication,8,8,22,3,0.030082289499841864
12145,KeyGen,8,8,22,1,0.02719976719963597
12146,Encryption,8,8,22,1,0.0031912825004837943
12147,Decrypt,8,8,22,1,0.00029914100014138967
12148,Addition,8,8,22,1,5.363509990274906e-05
12149,Multiplication,8,8,22,1,0.029174926500127187
12150,KeyGen,8,8,20,8,0.026885926899558397
12151,Encryption,8,8,20,8,0.0024031408000155354
12152,Decrypt,8,8,20,8,0.00029840189963579176
12153,Addition,8,8,20,8,5.370110011426732e-05
12154,Multiplication,8,8,20,8,0.027927639699919383
12155,KeyGen,8,8,20,9,0.0292305534996558
12156,Encryption,8,8,20,9,0.0023687361004704143
12157,Decrypt,8,8,20,9,0.00030028299952391537
12158,Addition,8,8,20,9,5.4689100215910004e-05
12159,Multiplication,8,8,20,9,0.028607756199926372
12160,KeyGen,8,8,20,7,0.02829807310044998
12161,Encryption,8,8,20,7,0.002556002899655141
