,method,n,d,q,p,time
4859,Multiplication,8,8,36,1,0.027504461300122785
4860,KeyGen,8,8,34,9,0.029236667700024553
4861,Encryption,8,8,34,9,0.0027102908999950158
4862,Decrypt,8,8,34,9,0.0003337346999614965
4863,Addition,8,8,34,9,5.871419998584315e-05
4864,Multiplication,8,8,34,9,0.0297700243005238
4865,KeyGen,8,8,34,7,0.02887826660007704
4866,Encryption,8,8,34,7,0.0027381643994885962
4867,Decrypt,8,8,34,7,0.0003587291001167614
4868,Addition,8,8,34,7,5.957219982519746e-05
4869,Multiplication,8,8,34,7,0.029549614999996265
4870,KeyGen,8,8,34,6,0.028473884599952724
4871,Encryption,8,8,34,6,0.0027011436002794655
4872,Decrypt,8,8,34,6,0.00032932559988694263
4873,Addition,8,8,34,6,5.806219996884465e-05
4874,Multiplication,8,8,34,6,0.03145444780020625
4875,KeyGen,8,8,34,8,0.030392599599872484
4876,Encryption,8,8,34,8,0.002678967199608451
4877,Decrypt,8,8,34,8,0.0003295936003269162
4878,Addition,8,8,34,8,6.09962000453379e-05
4879,Multiplication,8,8,34,8,0.03377966300031403
4880,KeyGen,8,8,34,5,0.028701059099694247
4881,Encryption,8,8,34,5,0.0026781961998494806
4882,Decrypt,8,8,34,5,0.00033542470046086235
4883,Addition,8,8,34,5,5.882819968974218e-05
4884,Multiplication,8,8,34,5,0.029885082600230817
4885,KeyGen,8,8,34,4,0.028413133399590153
4886,Encryption,8,8,34,4,0.0029292211998836136
4887,Decrypt,8,8,34,4,0.0003380456997547299
4888,Addition,8,8,34,4,5.9610199969029054e-05
4889,Multiplication,8,8,34,4,0.028745350000099278
4890,KeyGen,8,8,34,3,0.02769837509986246
4891,Encryption,8,8,34,3,0.0026433585000631863
4892,Decrypt,8,8,34,3,0.00032752849947428333
4893,Addition,8,8,34,3,5.910420004511252e-05
4894,Multiplication,8,8,34,3,0.02792468870029552
4895,KeyGen,8,8,34,2,0.027824883699940982
4896,Encryption,8,8,34,2,0.0026572747003228868
4897,Decrypt,8,8,34,2,0.0003316255999379791
4898,Addition,8,8,34,2,5.640409945044667e-05
4899,Multiplication,8,8,34,2,0.027525391800008948
4900,KeyGen,8,8,34,1,0.027352008299931185
4901,Encryption,8,8,34,1,0.0026681809998990503
4902,Decrypt,8,8,34,1,0.00032888449932215734
4903,Addition,8,8,34,1,5.764420056948438e-05
4904,Multiplication,8,8,34,1,0.027731108800071524
4905,KeyGen,8,8,32,8,0.029269432399451033
4906,Encryption,8,8,32,8,0.0026587579006445592
4907,Decrypt,8,8,32,8,0.00035283199977129696
4908,Addition,8,8,32,8,5.7137100520776583e-05
4909,Multiplication,8,8,32,8,0.029432967599859694
4910,KeyGen,8,8,32,9,0.030872010199527723
4911,Encryption,8,8,32,9,0.0027149278997967486
4912,Decrypt,8,8,32,9,0.0004745794001792092
4913,Addition,8,8,32,9,6.0122199647594245e-05
4914,Multiplication,8,8,32,9,0.03108334639982786
4915,KeyGen,8,8,32,7,0.02945230800032732
4916,Encryption,8,8,32,7,0.0027168339998752344
4917,Decrypt,8,8,32,7,0.00033932970036403275
4918,Addition,8,8,32,7,6.019309948896989e-05
4919,Multiplication,8,8,32,7,0.028508871200028808
4920,KeyGen,8,8,32,6,0.02870523419987876
4921,Encryption,8,8,32,6,0.0027226871003222185
4922,Decrypt,8,8,32,6,0.0003556350005965214
4923,Addition,8,8,32,6,6.043719986337237e-05
4924,Multiplication,8,8,32,6,0.0286798066998017
4925,KeyGen,8,8,32,5,0.028260831399529708
4926,Encryption,8,8,32,5,0.0027764241000113542
4927,Decrypt,8,8,32,5,0.0003364737000083551
4928,Addition,8,8,32,5,6.078820006223395e-05
4929,Multiplication,8,8,32,5,0.02849178300020867
4930,KeyGen,8,8,32,4,0.02839282400018419
4931,Encryption,8,8,32,4,0.0026880274002905936
4932,Decrypt,8,8,32,4,0.0003332516003865749
4933,Addition,8,8,32,4,5.7176099653588607e-05
4934,Multiplication,8,8,32,4,0.02786733760003699
4935,KeyGen,8,8,32,3,0.0282028421999712
4936,Encryption,8,8,32,3,0.002724816200498026
4937,Decrypt,8,8,32,3,0.00035621810020529664
4938,Addition,8,8,32,3,5.8203200023854154e-05
4939,Multiplication,8,8,32,3,0.028769614399789135
4940,KeyGen,8,8,32,2,0.02836033130006399
4941,Encryption,8,8,32,2,0.0027204561003600245
4942,Decrypt,8,8,32,2,0.0003356695997354109
4943,Addition,8,8,32,2,5.9950200375169514e-05
4944,Multiplication,8,8,32,2,0.028417469499981963
4945,KeyGen,8,8,32,1,0.027771687699714675
4946,Encryption,8,8,32,1,0.0031881973998679316
4947,Decrypt,8,8,32,1,0.0003415908002352808
4948,Addition,8,8,32,1,5.734719961765222e-05
4949,Multiplication,8,8,32,1,0.02815194819995668
4950,KeyGen,8,8,30,9,0.028971487400121988
4951,Encryption,8,8,30,9,0.0025487225997494535
4952,Decrypt,8,8,30,9,0.00031240519965649585
4953,Addition,8,8,30,9,5.745919988839887e-05
4954,Multiplication,8,8,30,9,0.029012548299942865
4955,KeyGen,8,8,30,8,0.029024490599840646
4956,Encryption,8,8,30,8,0.002532043299288489
4957,Decrypt,8,8,30,8,0.00031185320040094666
4958,Addition,8,8,30,8,5.7505100267007946e-05
4959,Multiplication,8,8,30,8,0.0282598574005533
4960,KeyGen,8,8,30,7,0.028692856000270696
4961,Encryption,8,8,30,7,0.0025296753003203774
4962,Decrypt,8,8,30,7,0.0003166463000525255
4963,Addition,8,8,30,7,6.015820035827346e-05
4964,Multiplication,8,8,30,7,0.027654612300102598
4965,KeyGen,8,8,30,6,0.028033484800107544
4966,Encryption,8,8,30,6,0.0025351614000101107
4967,Decrypt,8,8,30,6,0.0003106612006376963
4968,Addition,8,8,30,6,6.01651998294983e-05
4969,Multiplication,8,8,30,6,0.027722855700267245
4970,KeyGen,8,8,30,5,0.028887612800463102
4971,Encryption,8,8,30,5,0.0025449284999922383
4972,Decrypt,8,8,30,5,0.0003125002003798727
4973,Addition,8,8,30,5,5.8144099602941425e-05
4974,Multiplication,8,8,30,5,0.0277584724004555
4975,KeyGen,8,8,30,4,0.027803809299803105
4976,Encryption,8,8,30,4,0.0025334132995340044
4977,Decrypt,8,8,30,4,0.00031555620007566175
4978,Addition,8,8,30,4,5.929809994995594e-05
4979,Multiplication,8,8,30,4,0.026708835500176064
4980,KeyGen,8,8,30,2,0.027934444900165546
4981,Encryption,8,8,30,2,0.0025765771999431307
4982,Decrypt,8,8,30,2,0.0002999219002958853
4983,Addition,8,8,30,2,4.501389994402416e-05
4984,Multiplication,8,8,30,2,0.026104960600059714
4985,KeyGen,8,8,30,1,0.027395000099932076
4986,Encryption,8,8,30,1,0.002529635300015798
4987,Decrypt,8,8,30,1,0.00031252120024873877
4988,Addition,8,8,30,1,5.8005099708680065e-05
4989,Multiplication,8,8,30,1,0.026516313699539752
4990,KeyGen,8,8,30,3,0.028170840600068914
4991,Encryption,8,8,30,3,0.002584692299569724
4992,Decrypt,8,8,30,3,0.000326296500134049
4993,Addition,8,8,30,3,5.70751006307546e-05
4994,Multiplication,8,8,30,3,0.0314567049004836
4995,KeyGen,8,8,28,9,0.028519792599399806
4996,Encryption,8,8,28,9,0.0024718150998523924
4997,Decrypt,8,8,28,9,0.00030899510020390155
4998,Addition,8,8,28,9,9.753289996297098e-05
4999,Multiplication,8,8,28,9,0.02781631550024031
5000,KeyGen,8,8,28,7,0.027957542300282513
5001,Encryption,8,8,28,7,0.0024310002998390702
5002,Decrypt,8,8,28,7,0.0002993959002196789
5003,Addition,8,8,28,7,5.330499989213422e-05
5004,Multiplication,8,8,28,7,0.02680786450000596
5005,KeyGen,8,8,28,8,0.028476191600202583
5006,Encryption,8,8,28,8,0.00249471459974302
5007,Decrypt,8,8,28,8,0.0003028040002391208
5008,Addition,8,8,28,8,5.411410020315088e-05
5009,Multiplication,8,8,28,8,0.02720460139971692
5010,KeyGen,8,8,28,5,0.028511733299819753
5011,Encryption,8,8,28,5,0.002424443200288806
5012,Decrypt,8,8,28,5,0.0003023281002242584
5013,Addition,8,8,28,5,5.4049099708208816e-05
5014,Multiplication,8,8,28,5,0.026703601400367916
5015,KeyGen,8,8,28,6,0.03020547100022668
5016,Encryption,8,8,28,6,0.0024186311005905737
5017,Decrypt,8,8,28,6,0.00030269199996837417
5018,Addition,8,8,28,6,5.587509949691594e-05
5019,Multiplication,8,8,28,6,0.02667283379996661
5020,KeyGen,8,8,28,4,0.0278221927001141
5021,Encryption,8,8,28,4,0.0024237801000708712
5022,Decrypt,8,8,28,4,0.000303766000433825
5023,Addition,8,8,28,4,5.4125099995872e-05
5024,Multiplication,8,8,28,4,0.026694073299586306
5025,KeyGen,8,8,28,3,0.02792007360039861
5026,Encryption,8,8,28,3,0.0024296702002175154
5027,Decrypt,8,8,28,3,0.0002968289001728408
5028,Addition,8,8,28,3,5.4199100122787056e-05
5029,Multiplication,8,8,28,3,0.026547956300055374
5030,KeyGen,8,8,28,1,0.027506568399985554
5031,Encryption,8,8,28,1,0.002410052900086157
5032,Decrypt,8,8,28,1,0.00030602010010625234
5033,Addition,8,8,28,1,5.442510009743273e-05
5034,Multiplication,8,8,28,1,0.025976200000150128
5035,KeyGen,8,8,28,2,0.0288489259997732
5036,Encryption,8,8,28,2,0.003039214399905177
5037,Decrypt,8,8,28,2,0.0003005239996127784
5038,Addition,8,8,28,2,5.18821005243808e-05
5039,Multiplication,8,8,28,2,0.02731069649962592
5040,KeyGen,8,8,26,8,0.028333401800045975
5041,Encryption,8,8,26,8,0.002431435300240992
5042,Decrypt,8,8,26,8,0.000300989999959711
5043,Addition,8,8,26,8,5.395009939093143e-05
5044,Multiplication,8,8,26,8,0.026899778300139586
5045,KeyGen,8,8,26,9,0.03197683819962549
5046,Encryption,8,8,26,9,0.002464062000217382
5047,Decrypt,8,8,26,9,0.0003076781002164353
5048,Addition,8,8,26,9,5.515599987120368e-05
5049,Multiplication,8,8,26,9,0.02682927389978431
5050,KeyGen,8,8,26,7,0.02766141050014994
5051,Encryption,8,8,26,7,0.002479829199728556
5052,Decrypt,8,8,26,7,0.0003092371000093408
5053,Addition,8,8,26,7,5.5430099746445197e-05
5054,Multiplication,8,8,26,7,0.027909739399910906
5055,KeyGen,8,8,26,4,0.028364735400100472
5056,Encryption,8,8,26,4,0.002467564099788433
5057,Decrypt,8,8,26,4,0.00033336760025122204
5058,Addition,8,8,26,4,5.048890016041696e-05
5059,Multiplication,8,8,26,4,0.026690298200264806
5060,KeyGen,8,8,26,6,0.028588423899782354
5061,Encryption,8,8,26,6,0.002477160199487116
5062,Decrypt,8,8,26,6,0.0003015221001987811
5063,Addition,8,8,26,6,5.4065100266598164e-05
5064,Multiplication,8,8,26,6,0.028021483599877682
5065,KeyGen,8,8,26,5,0.03351337470012368
5066,Encryption,8,8,26,5,0.0024406504999205936
5067,Decrypt,8,8,26,5,0.0003067890997044742
5068,Addition,8,8,26,5,6.009010030538775e-05
5069,Multiplication,8,8,26,5,0.026988561100006338
5070,KeyGen,8,8,26,2,0.02773776689937222
5071,Encryption,8,8,26,2,0.0023711470996204296
5072,Decrypt,8,8,26,2,0.00030036600001039917
5073,Addition,8,8,26,2,5.246509972494096e-05
5074,Multiplication,8,8,26,2,0.026204962500196417
5075,KeyGen,8,8,26,3,0.028104574300232343
5076,Encryption,8,8,26,3,0.0023849202996643728
5077,Decrypt,8,8,26,3,0.0003005809005117044
5078,Addition,8,8,26,3,5.385799959185533e-05
5079,Multiplication,8,8,26,3,0.02627315389981959
5080,KeyGen,8,8,26,1,0.027414054599648807
5081,Encryption,8,8,26,1,0.0023843113995098975
5082,Decrypt,8,8,26,1,0.00029619490014738404
5083,Addition,8,8,26,1,5.4761100182076915e-05
5084,Multiplication,8,8,26,1,0.026256098500016378
5085,KeyGen,8,8,24,9,0.02850856329969247
5086,Encryption,8,8,24,9,0.0023962976003531365
5087,Decrypt,8,8,24,9,0.00032003630039980637
5088,Addition,8,8,24,9,5.6035099987639114e-05
5089,Multiplication,8,8,24,9,0.027109103499969932
5090,KeyGen,8,8,24,8,0.027969801500148606
5091,Encryption,8,8,24,8,0.002375542200024938
5092,Decrypt,8,8,24,8,0.00029969299939693885
5093,Addition,8,8,24,8,5.4083100258139895e-05
5094,Multiplication,8,8,24,8,0.027977342800295447
5095,KeyGen,8,8,24,7,0.029655981099494966
5096,Encryption,8,8,24,7,0.0024007116997381674
5097,Decrypt,8,8,24,7,0.0003125501993054058
5098,Addition,8,8,24,7,5.352809967007488e-05
5099,Multiplication,8,8,24,7,0.028289678899454884
5100,KeyGen,8,8,24,6,0.027889130999392366
5101,Encryption,8,8,24,6,0.0024256641001557
5102,Decrypt,8,8,24,6,0.0002993959002196789
5103,Addition,8,8,24,6,5.3486099932342765e-05
5104,Multiplication,8,8,24,6,0.026401058400369947
5105,KeyGen,8,8,24,5,0.027660870499676093
5106,Encryption,8,8,24,5,0.00239192049994017
5107,Decrypt,8,8,24,5,0.00030309100038721225
5108,Addition,8,8,24,5,5.379299982450902e-05
5109,Multiplication,8,8,24,5,0.0267906501001562
5110,KeyGen,8,8,24,4,0.027947131099790568
5111,Encryption,8,8,24,4,0.0024585568004113155
5112,Decrypt,8,8,24,4,0.0003076230997976381
5113,Addition,8,8,24,4,5.6467200192855674e-05
5114,Multiplication,8,8,24,4,0.026946414199483116
5115,KeyGen,8,8,24,3,0.027857983400463127
5116,Encryption,8,8,24,3,0.0024446525996609124
5117,Decrypt,8,8,24,3,0.00029447880006046035
5118,Addition,8,8,24,3,5.432610050775111e-05
5119,Multiplication,8,8,24,3,0.0267762939001841
5120,KeyGen,8,8,24,2,0.027486667999619387
5121,Encryption,8,8,24,2,0.0025160279001283925
5122,Decrypt,8,8,24,2,0.0003028390994586516
5123,Addition,8,8,24,2,5.546809989027679e-05
5124,Multiplication,8,8,24,2,0.02745820139971329
5125,KeyGen,8,8,24,1,0.027049976299895206
5126,Encryption,8,8,24,1,0.002378594200126827
5127,Decrypt,8,8,24,1,0.0003005120001034811
5128,Addition,8,8,24,1,5.42290996236261e-05
5129,Multiplication,8,8,24,1,0.025969278900447534
5130,KeyGen,8,8,22,8,0.027840262099925895
5131,Encryption,8,8,22,8,0.002378993300226284
5132,Decrypt,8,8,22,8,0.0002958728997327853
5133,Addition,8,8,22,8,5.441210014396347e-05
5134,Multiplication,8,8,22,8,0.026651454500097316
5135,KeyGen,8,8,22,9,0.028608705299848224
5136,Encryption,8,8,22,9,0.0023644230001082177
5137,Decrypt,8,8,22,9,0.0002991478999319952
5138,Addition,8,8,22,9,5.384109972510487e-05
5139,Multiplication,8,8,22,9,0.027644875200348907
5140,KeyGen,8,8,22,7,0.028190136899502248
5141,Encryption,8,8,22,7,0.0023755362002702896
5142,Decrypt,8,8,22,7,0.0003007649997016415
5143,Addition,8,8,22,7,5.3486099932342765e-05
5144,Multiplication,8,8,22,7,0.026737459099967963
5145,KeyGen,8,8,22,6,0.028475295699900018
5146,Encryption,8,8,22,6,0.002423888200428337
5147,Decrypt,8,8,22,6,0.0003002459998242557
5148,Addition,8,8,22,6,5.503309948835522e-05
5149,Multiplication,8,8,22,6,0.026885691099596442
5150,KeyGen,8,8,22,5,0.027568122599768687
5151,Encryption,8,8,22,5,0.002402909699594602
5152,Decrypt,8,8,22,5,0.00030006400047568607
5153,Addition,8,8,22,5,5.437900035758503e-05
5154,Multiplication,8,8,22,5,0.02652789589992608
5155,KeyGen,8,8,22,4,0.028887610799574758
5156,Encryption,8,8,22,4,0.002405222800007323
5157,Decrypt,8,8,22,4,0.00030143399999360554
5158,Addition,8,8,22,4,5.567109983530827e-05
5159,Multiplication,8,8,22,4,0.027693153099971824
5160,KeyGen,8,8,22,3,0.02735400329984259
5161,Encryption,8,8,22,3,0.002425641199806705
5162,Decrypt,8,8,22,3,0.0002986819003126584
5163,Addition,8,8,22,3,5.242199986241758e-05
5164,Multiplication,8,8,22,3,0.026297383399651153
5165,KeyGen,8,8,22,2,0.027278075899812394
5166,Encryption,8,8,22,2,0.0023792273001163266
5167,Decrypt,8,8,22,2,0.0003023960001883097
5168,Addition,8,8,22,2,5.3604099957738074e-05
5169,Multiplication,8,8,22,2,0.02677957689957111
5170,KeyGen,8,8,22,1,0.02743307589989854
5171,Encryption,8,8,22,1,0.002434170400374569
5172,Decrypt,8,8,22,1,0.00030349400039995087
5173,Addition,8,8,22,1,5.3266999748302625e-05
5174,Multiplication,8,8,22,1,0.027008835499873384
5175,KeyGen,8,8,20,9,0.0282464431002154
5176,Encryption,8,8,20,9,0.002490068399492884
5177,Decrypt,8,8,20,9,0.0003201804000127595
5178,Addition,8,8,20,9,6.645539979217574e-05
5179,Multiplication,8,8,20,9,0.027434154000366105
5180,KeyGen,8,8,20,8,0.027879238800233
5181,Encryption,8,8,20,8,0.0024216810998041183
5182,Decrypt,8,8,20,8,0.0003019679999852087
5183,Addition,8,8,20,8,5.421809983090498e-05
5184,Multiplication,8,8,20,8,0.027493600099842298
5185,KeyGen,8,8,20,7,0.027662887499900535
5186,Encryption,8,8,20,7,0.002427442200132646
5187,Decrypt,8,8,20,7,0.0003046660000109114
5188,Addition,8,8,20,7,5.4806099797133356e-05
5189,Multiplication,8,8,20,7,0.0275954800999898
5190,KeyGen,8,8,20,6,0.02806620949995704
5191,Encryption,8,8,20,6,0.0021842693000508006
5192,Decrypt,8,8,20,6,0.000277123499836307
5193,Addition,8,8,20,6,4.4910900032846254e-05
5194,Multiplication,8,8,20,6,0.026188009299949043
5195,KeyGen,8,8,20,5,0.028602944200247293
5196,Encryption,8,8,20,5,0.0023937184996611904
5197,Decrypt,8,8,20,5,0.0003250194000429474
5198,Addition,8,8,20,5,5.419709996203892e-05
5199,Multiplication,8,8,20,5,0.026837535099912203
5200,KeyGen,8,8,20,4,0.027739307000592815
5201,Encryption,8,8,20,4,0.0023688319997745566
5202,Decrypt,8,8,20,4,0.00029635089958901517
5203,Addition,8,8,20,4,5.3556000057142225e-05
5204,Multiplication,8,8,20,4,0.026633602999936556
5205,KeyGen,8,8,20,3,0.027606331399874763
5206,Encryption,8,8,20,3,0.00242247009955463
5207,Decrypt,8,8,20,3,0.00029856900000595487
5208,Addition,8,8,20,3,5.351310028345324e-05
5209,Multiplication,8,8,20,3,0.026378621000185377
5210,KeyGen,8,8,20,2,0.031491194599948355
5211,Encryption,8,8,20,2,0.0023925476001750213
5212,Decrypt,8,8,20,2,0.00029989690010552296
5213,Addition,8,8,20,2,5.3916100296191874e-05
5214,Multiplication,8,8,20,2,0.02612300199980382
5215,KeyGen,8,8,20,1,0.027480525900318752
5216,Encryption,8,8,20,1,0.0023915545003546867
5217,Decrypt,8,8,20,1,0.0003039210998394992
5218,Addition,8,8,20,1,5.3927100088912995e-05
5219,Multiplication,8,8,20,1,0.027017920700018294
5220,KeyGen,8,8,18,9,0.027964000499923713
5221,Encryption,8,8,18,9,0.0024126019001414535
5222,Decrypt,8,8,18,9,0.000300623999646632
5223,Addition,8,8,18,9,5.306109960656613e-05
5224,Multiplication,8,8,18,9,0.026725689899467397
5225,KeyGen,8,8,18,8,0.028412619400478435
5226,Encryption,8,8,18,8,0.002372602100513177
5227,Decrypt,8,8,18,8,0.0003036100002645981
5228,Addition,8,8,18,8,5.388710051192902e-05
5229,Multiplication,8,8,18,8,0.02784589020011481
5230,KeyGen,8,8,18,7,0.02791197840051609
5231,Encryption,8,8,18,7,0.002440668499912135
5232,Decrypt,8,8,18,7,0.00030044500017538666
5233,Addition,8,8,18,7,4.272189980838448e-05
5234,Multiplication,8,8,18,7,0.026781751999806147
5235,KeyGen,8,8,18,6,0.02776787959955982
5236,Encryption,8,8,18,6,0.0024471345997881143
5237,Decrypt,8,8,18,6,0.00031888140001683495
5238,Addition,8,8,18,6,5.469610041473061e-05
5239,Multiplication,8,8,18,6,0.02725688150021597
5240,KeyGen,8,8,18,5,0.02856466450029984
5241,Encryption,8,8,18,5,0.0024039367999648675
5242,Decrypt,8,8,18,5,0.0002993189998960588
5243,Addition,8,8,18,5,4.73450003482867e-05
5244,Multiplication,8,8,18,5,0.027338713000062853
5245,KeyGen,8,8,18,4,0.027448999199987157
5246,Encryption,8,8,18,4,0.0028128728998126464
5247,Decrypt,8,8,18,4,0.000275708400295116
5248,Addition,8,8,18,4,5.45861003047321e-05
5249,Multiplication,8,8,18,4,0.02775559540023096
5250,KeyGen,8,8,18,3,0.02811940859974129
5251,Encryption,8,8,18,3,0.002419978100078879
5252,Decrypt,8,8,18,3,0.0002982909994898364
5253,Addition,8,8,18,3,5.5346100270980966e-05
5254,Multiplication,8,8,18,3,0.026609067600657
5255,KeyGen,8,8,18,2,0.027257493400247766
5256,Encryption,8,8,18,2,0.0023711010995612013
5257,Decrypt,8,8,18,2,0.00029913800026406536
5258,Addition,8,8,18,2,5.634510016534477e-05
5259,Multiplication,8,8,18,2,0.026074918000085746
5260,KeyGen,8,8,18,1,0.027384496000013313
5261,Encryption,8,8,18,1,0.0023780171999533196
5262,Decrypt,8,8,18,1,0.00029971289986860936
5263,Addition,8,8,18,1,5.5308100127149376e-05
5264,Multiplication,8,8,18,1,0.026362163599696942
5265,KeyGen,8,8,16,9,0.028054809299646877
5266,Encryption,8,8,16,9,0.002422066100552911
5267,Decrypt,8,8,16,9,0.0002984888997161761
5268,Addition,8,8,16,9,5.35341001523193e-05
5269,Multiplication,8,8,16,9,0.027051715400011743
5270,KeyGen,8,8,16,8,0.02752067969995551
5271,Encryption,8,8,16,8,0.0023845733994676266
5272,Decrypt,8,8,16,8,0.0002933598996605724
5273,Addition,8,8,16,8,5.5029099894454705e-05
5274,Multiplication,8,8,16,8,0.02728609609985142
5275,KeyGen,8,8,16,6,0.02735092529983376
5276,Encryption,8,8,16,6,0.002407101800054079
5277,Decrypt,8,8,16,6,0.0003015918999153655
5278,Addition,8,8,16,6,5.4943099530646575e-05
5279,Multiplication,8,8,16,6,0.02664844940009061
5280,KeyGen,8,8,16,7,0.02824960319994716
5281,Encryption,8,8,16,7,0.0024239301004854497
5282,Decrypt,8,8,16,7,0.00029841789946658535
5283,Addition,8,8,16,7,5.4298099712468684e-05
5284,Multiplication,8,8,16,7,0.027206886500061957
5285,KeyGen,8,8,16,5,0.02730218540018541
5286,Encryption,8,8,16,5,0.00239818859990919
5287,Decrypt,8,8,16,5,0.00030626110019511544
5288,Addition,8,8,16,5,5.497610036400147e-05
5289,Multiplication,8,8,16,5,0.026648829400073737
5290,KeyGen,8,8,16,4,0.027529383900400717
5291,Encryption,8,8,16,4,0.0024676670000189915
5292,Decrypt,8,8,16,4,0.00030715409957338125
5293,Addition,8,8,16,4,5.704509967472404e-05
5294,Multiplication,8,8,16,4,0.026921482799662045
5295,KeyGen,8,8,16,3,0.027588903000287247
5296,Encryption,8,8,16,3,0.0024727361000259408
5297,Decrypt,8,8,16,3,0.000335430700215511
5298,Addition,8,8,16,3,5.4283099598251286e-05
5299,Multiplication,8,8,16,3,0.027128527899913026
5300,KeyGen,8,8,16,2,0.02704348619954544
5301,Encryption,8,8,16,2,0.0023913104996609036
5302,Decrypt,8,8,16,2,0.0003010910004377365
5303,Addition,8,8,16,2,5.311210043146275e-05
5304,Multiplication,8,8,16,2,0.026995300199632765
5305,KeyGen,8,8,16,1,0.027938113999698543
5306,Encryption,8,8,16,1,0.0025251400998968165
5307,Decrypt,8,8,16,1,0.00029987890011398124
5308,Addition,8,8,16,1,5.384300020523369e-05
5309,Multiplication,8,8,16,1,0.026460430700535654
5310,KeyGen,8,8,14,8,0.02762697680009296
5311,Encryption,8,8,14,8,0.0023078608996002004
5312,Decrypt,8,8,14,8,0.00029920200031483544
5313,Addition,8,8,14,8,5.4805100080557165e-05
5314,Multiplication,8,8,14,8,0.02623043610001332
5315,KeyGen,8,8,14,9,0.02921326430005138
5316,Encryption,8,8,14,9,0.002421569199941587
5317,Decrypt,8,8,14,9,0.0002999550000822637
5318,Addition,8,8,14,9,5.41840992809739e-05
5319,Multiplication,8,8,14,9,0.02760541839961661
5320,KeyGen,8,8,14,7,0.027997482100181513
5321,Encryption,8,8,14,7,0.002375091200519819
5322,Decrypt,8,8,14,7,0.00030298499987111425
5323,Addition,8,8,14,7,5.425509953056462e-05
5324,Multiplication,8,8,14,7,0.026223930000560357
5325,KeyGen,8,8,14,6,0.027870855699438833
5326,Encryption,8,8,14,6,0.0027137308999954255
5327,Decrypt,8,8,14,6,0.0002990669003338553
5328,Addition,8,8,14,6,5.35680002940353e-05
5329,Multiplication,8,8,14,6,0.02639079830041737
5330,KeyGen,8,8,14,5,0.0271521324000787
5331,Encryption,8,8,14,5,0.002406391799740959
5332,Decrypt,8,8,14,5,0.00030298900019261056
5333,Addition,8,8,14,5,5.453010016935878e-05
5334,Multiplication,8,8,14,5,0.025875548100157176
5335,KeyGen,8,8,14,4,0.027420961700408954
5336,Encryption,8,8,14,4,0.0024341833996004425
5337,Decrypt,8,8,14,4,0.00030619909957749767
5338,Addition,8,8,14,4,5.381209994084202e-05
5339,Multiplication,8,8,14,4,0.02617197790023056
5340,KeyGen,8,8,14,1,0.024519537999731257
5341,Encryption,8,8,14,1,0.0023895375001302455
5342,Decrypt,8,8,14,1,0.00029906589988968333
5343,Addition,8,8,14,1,5.474400022649206e-05
5344,Multiplication,8,8,14,1,0.024618650000047638
5345,KeyGen,8,8,14,3,0.02777784479985712
5346,Encryption,8,8,14,3,0.0023977727003511974
5347,Decrypt,8,8,14,3,0.0003057140995224472
5348,Addition,8,8,14,3,5.3926100372336804e-05
5349,Multiplication,8,8,14,3,0.026767457700043452
5350,KeyGen,8,8,14,2,0.02882461660046829
5351,Encryption,8,8,14,2,0.002432333400065545
5352,Decrypt,8,8,14,2,0.00030602010010625234
5353,Addition,8,8,14,2,5.503210049937479e-05
5354,Multiplication,8,8,14,2,0.026461981699685565
5355,KeyGen,8,8,12,9,0.028207939400454053
5356,Encryption,8,8,12,9,0.002497900600428693
5357,Decrypt,8,8,12,9,0.00030576709978049623
5358,Addition,8,8,12,9,5.306710008881055e-05
5359,Multiplication,8,8,12,9,0.02668628510000417
5360,KeyGen,8,8,12,8,0.027509524500055706
5361,Encryption,8,8,12,8,0.0024851324000337628
5362,Decrypt,8,8,12,8,0.00030270299976109527
5363,Addition,8,8,12,8,5.486910013132729e-05
5364,Multiplication,8,8,12,8,0.027321193799434696
5365,KeyGen,8,8,12,7,0.027499685299699195
5366,Encryption,8,8,12,7,0.002440654499514494
5367,Decrypt,8,8,12,7,0.0003148563002469018
5368,Addition,8,8,12,7,5.559510027524084e-05
5369,Multiplication,8,8,12,7,0.026456782600143926
5370,KeyGen,8,8,12,4,0.027596371300023747
5371,Encryption,8,8,12,4,0.0023993506001716014
5372,Decrypt,8,8,12,4,0.00030205000002752057
5373,Addition,8,8,12,4,5.504110013134778e-05
5374,Multiplication,8,8,12,4,0.026044861399714136
5375,KeyGen,8,8,12,5,0.02860961930055055
5376,Encryption,8,8,12,5,0.0024214431003201755
5377,Decrypt,8,8,12,5,0.0003016949995071627
5378,Addition,8,8,12,5,5.314209993230179e-05
5379,Multiplication,8,8,12,5,0.026570915800402873
5380,KeyGen,8,8,12,6,0.027420370800246018
5381,Encryption,8,8,12,6,0.0023731971996312495
5382,Decrypt,8,8,12,6,0.00029980000035720875
5383,Addition,8,8,12,6,5.479110041051172e-05
5384,Multiplication,8,8,12,6,0.031659618000412594
5385,KeyGen,8,8,12,3,0.027570064699830255
5386,Encryption,8,8,12,3,0.002405026799533516
5387,Decrypt,8,8,12,3,0.00030035099989618176
5388,Addition,8,8,12,3,5.362109950510785e-05
5389,Multiplication,8,8,12,3,0.02726917769978172
5390,KeyGen,8,8,12,1,0.024528442300652386
5391,Encryption,8,8,12,1,0.002416857099888148
5392,Decrypt,8,8,12,1,0.0003009729000041261
