,method,n,d,q,p,time
1515,KeyGen,32,28,32,3,9.966456098899652
1516,Encryption,32,28,32,3,0.26296567079989475
1517,Decrypt,32,28,32,3,0.007716142400022363
1518,Addition,32,28,32,3,0.0002803688999847509
1519,Multiplication,32,28,32,3,10.448911479100207
1520,KeyGen,30,22,32,3,5.539276645000063
1521,Encryption,30,22,32,3,0.17034869369999797
1522,Decrypt,30,22,32,3,0.005290526500175474
1523,Addition,30,22,32,3,0.00027497080009197816
1524,Multiplication,30,22,32,3,5.659940490300142
1525,KeyGen,30,24,32,3,6.240812236300189
1526,Encryption,30,24,32,3,0.18882955760018377
1527,Decrypt,30,24,32,3,0.005569628300145268
1528,Addition,30,24,32,3,0.0002404170998488553
1529,Multiplication,30,24,32,3,6.5884594090999595
1530,KeyGen,32,30,32,3,11.067945616900033
1531,Encryption,32,30,32,3,0.3191588302997843
1532,Decrypt,32,30,32,3,0.010085681300188299
1533,Addition,32,30,32,3,0.00030056340001465286
1534,Multiplication,32,30,32,3,11.587674560300002
1535,KeyGen,30,26,32,3,7.191530167100064
1536,Encryption,30,26,32,3,0.23568370590000995
1537,Decrypt,30,26,32,3,0.00831355509981222
1538,Addition,30,26,32,3,0.00022361070004990325
1539,Multiplication,30,26,32,3,7.5640602612998915
1540,KeyGen,30,20,32,3,4.749546830200051
1541,Encryption,30,20,32,3,0.13312242409992905
1542,Decrypt,30,20,32,3,0.003926576700177975
1543,Addition,30,20,32,3,0.00021651959978044033
1544,Multiplication,30,20,32,3,4.84294252610016
1545,KeyGen,30,18,32,3,4.076658084600058
1546,Encryption,30,18,32,3,0.11899433190010314
1547,Decrypt,30,18,32,3,0.006575258500015479
1548,Addition,30,18,32,3,0.0006071817999327323
1549,Multiplication,30,18,32,3,3.9187453875998473
1550,KeyGen,30,2,32,3,0.34423108600021807
1551,Encryption,30,2,32,3,0.00711423390021082
1552,Decrypt,30,2,32,3,0.0002661806000105571
1553,Addition,30,2,32,3,9.975809989555273e-05
1554,Multiplication,30,2,32,3,0.23307341130021086
1555,KeyGen,30,4,32,3,0.5882007784999587
1556,Encryption,30,4,32,3,0.014745975800178713
1557,Decrypt,30,4,32,3,0.0005198790000576992
1558,Addition,30,4,32,3,0.00012154849973740056
1559,Multiplication,30,4,32,3,0.47604158520007334
1560,KeyGen,30,1,32,3,0.21056373700012046
1561,Encryption,30,1,32,3,0.00520531670008495
1562,Decrypt,30,1,32,3,0.00023075089993653818
1563,Addition,30,1,32,3,9.581399972375948e-05
1564,Multiplication,30,1,32,3,0.1721999314999266
1565,KeyGen,30,16,32,3,3.305973858699872
1566,Encryption,30,16,32,3,0.09742094480025117
1567,Decrypt,30,16,32,3,0.002822397400086629
1568,Addition,30,16,32,3,0.00018825289989763406
1569,Multiplication,30,16,32,3,3.1600102172000333
1570,KeyGen,30,6,32,3,0.9311728097000014
1571,Encryption,30,6,32,3,0.0212387346997275
1572,Decrypt,30,6,32,3,0.0007189932002802379
1573,Addition,30,6,32,3,0.00012280160008231177
1574,Multiplication,30,6,32,3,0.7363837638000404
1575,KeyGen,30,28,32,3,8.054235008400065
1576,Encryption,30,28,32,3,0.23622431569965557
1577,Decrypt,30,28,32,3,0.007308309899963205
1578,Addition,30,28,32,3,0.00026235149998683483
1579,Multiplication,30,28,32,3,8.698855804100095
1580,KeyGen,30,8,32,3,1.2528387958001985
1581,Encryption,30,8,32,3,0.037258736200237765
1582,Decrypt,30,8,32,3,0.00103851490021043
1583,Addition,30,8,32,3,0.0001425989998097066
1584,Multiplication,30,8,32,3,1.112036264299968
1585,KeyGen,32,32,32,3,12.218033686800117
1586,Encryption,32,32,32,3,0.3396415186001832
1587,Decrypt,32,32,32,3,0.01042470449974644
1588,Addition,32,32,32,3,0.0003061134997551562
1589,Multiplication,32,32,32,3,13.163621545200295
1590,KeyGen,30,10,32,3,1.6258115004999127
1591,Encryption,30,10,32,3,0.04190780930002802
1592,Decrypt,30,10,32,3,0.001367641799879493
1593,Addition,30,10,32,3,0.0001533122002001619
1594,Multiplication,30,10,32,3,1.5234226808999665
1595,KeyGen,30,14,32,3,2.7103768933000536
1596,Encryption,30,14,32,3,0.07369334110007912
1597,Decrypt,30,14,32,3,0.0023752650999085746
1598,Addition,30,14,32,3,0.00018815590010490268
1599,Multiplication,30,14,32,3,2.6519569374999263
1600,KeyGen,30,30,32,3,9.220167295600186
1601,Encryption,30,30,32,3,0.2688939693001885
1602,Decrypt,30,30,32,3,0.008333284499894945
1603,Addition,30,30,32,3,0.0002885030997276772
1604,Multiplication,30,30,32,3,9.741966247399978
1605,KeyGen,30,12,32,3,2.184610205199715
1606,Encryption,30,12,32,3,0.06718782019997889
1607,Decrypt,30,12,32,3,0.0017367836000630632
1608,Addition,30,12,32,3,0.0001631954000913538
1609,Multiplication,30,12,32,3,1.9598251838000578
1610,KeyGen,30,32,32,3,10.088343692499985
1611,Encryption,30,32,32,3,0.28899450719982267
1612,Decrypt,30,32,32,3,0.012968469200131949
1613,Addition,30,32,32,3,0.0005984546001855051
1614,Multiplication,30,32,32,3,10.917902300700007
1615,KeyGen,28,12,32,3,1.8080340533997514
1616,Encryption,28,12,32,3,0.05251319029994193
1617,Decrypt,28,12,32,3,0.0016971418001048733
1618,Addition,28,12,32,3,0.00015632630020263606
1619,Multiplication,28,12,32,3,1.6136149764999572
1620,KeyGen,28,14,32,3,2.2165431044002615
1621,Encryption,28,14,32,3,0.060265163899748585
1622,Decrypt,28,14,32,3,0.0020972441998310387
1623,Addition,28,14,32,3,0.00016777900018496438
1624,Multiplication,28,14,32,3,2.064384199199412
1625,KeyGen,28,16,32,3,2.699968800199713
1626,Encryption,28,16,32,3,0.07955844349999097
1627,Decrypt,28,16,32,3,0.002578826399985701
1628,Addition,28,16,32,3,0.00018023879965767264
1629,Multiplication,28,16,32,3,2.570042576600099
1630,KeyGen,28,10,32,3,1.3279816191003193
1631,Encryption,28,10,32,3,0.03753679669971462
1632,Decrypt,28,10,32,3,0.0013409407001745421
1633,Addition,28,10,32,3,0.00014722569976584056
1634,Multiplication,28,10,32,3,1.2737332486998638
1635,KeyGen,28,2,32,3,0.27286624010012017
1636,Encryption,28,2,32,3,0.006446252000023378
1637,Decrypt,28,2,32,3,0.0002815773004840594
1638,Addition,28,2,32,3,0.00010101220032083802
1639,Multiplication,28,2,32,3,0.2067548580998846
1640,KeyGen,28,4,32,3,0.4527472706999106
1641,Encryption,28,4,32,3,0.011347177699644818
1642,Decrypt,28,4,32,3,0.00043611619985313156
1643,Addition,28,4,32,3,0.00010726530017564073
1644,Multiplication,28,4,32,3,0.3603840148003655
1645,KeyGen,28,1,32,3,0.18219821689999663
1646,Encryption,28,1,32,3,0.004314940900076181
1647,Decrypt,28,1,32,3,0.00018713529934757389
1648,Addition,28,1,32,3,9.000700010801666e-05
1649,Multiplication,28,1,32,3,0.1438084795001487
1650,KeyGen,28,8,32,3,1.0193437312998868
1651,Encryption,28,8,32,3,0.026022275099967372
1652,Decrypt,28,8,32,3,0.000945763300114777
1653,Addition,28,8,32,3,0.000130700600129785
1654,Multiplication,28,8,32,3,0.820824167200044
1655,KeyGen,28,18,32,3,3.2369690483996236
1656,Encryption,28,18,32,3,0.09423546849939157
1657,Decrypt,28,18,32,3,0.0032519006002985408
1658,Addition,28,18,32,3,0.0001991673001612071
1659,Multiplication,28,18,32,3,3.085412916500354
1660,KeyGen,28,6,32,3,0.7400372399999469
1661,Encryption,28,6,32,3,0.01998678279996966
1662,Decrypt,28,6,32,3,0.0006869542005006224
1663,Addition,28,6,32,3,0.00010201019977102987
1664,Multiplication,28,6,32,3,0.5989072393997048
1665,KeyGen,28,20,32,3,3.784854232900398
1666,Encryption,28,20,32,3,0.1118671976000769
1667,Decrypt,28,20,32,3,0.0038277404994005336
1668,Addition,28,20,32,3,0.00020512239934760145
1669,Multiplication,28,20,32,3,3.8037944149000396
1670,KeyGen,28,22,32,3,4.472053526799937
1671,Encryption,28,22,32,3,0.13076586130046053
1672,Decrypt,28,22,32,3,0.004461020099552115
1673,Addition,28,22,32,3,0.00021846549934707583
1674,Multiplication,28,22,32,3,4.535814084300364
1675,KeyGen,28,24,32,3,5.160918599599609
1676,Encryption,28,24,32,3,0.15191407340025762
1677,Decrypt,28,24,32,3,0.005439650700282073
1678,Addition,28,24,32,3,0.00022695759980706498
1679,Multiplication,28,24,32,3,5.1715233565002565
1680,KeyGen,28,26,32,3,5.926309878800021
1681,Encryption,28,26,32,3,0.17921454030001768
1682,Decrypt,28,26,32,3,0.005998035999800777
1683,Addition,28,26,32,3,0.0003009294996445533
1684,Multiplication,28,26,32,3,6.14625811060032
1685,KeyGen,28,28,32,3,6.598503823200372
1686,Encryption,28,28,32,3,0.20060903970006622
1687,Decrypt,28,28,32,3,0.0068147293997753875
1688,Addition,28,28,32,3,0.0002527949996874668
1689,Multiplication,28,28,32,3,7.031204019100551
1690,KeyGen,28,30,32,3,7.502047649400265
1691,Encryption,28,30,32,3,0.23402026659969125
1692,Decrypt,28,30,32,3,0.009530057499796385
1693,Addition,28,30,32,3,0.0006643721004365944
1694,Multiplication,28,30,32,3,8.288420190000034
1695,KeyGen,26,18,32,3,2.7363151275996644
1696,Encryption,26,18,32,3,0.08543445420000353
1697,Decrypt,26,18,32,3,0.003515741499722935
1698,Addition,26,18,32,3,0.0004386417000205256
1699,Multiplication,26,18,32,3,2.797567480100406
1700,KeyGen,26,20,32,3,3.135766789600166
1701,Encryption,26,20,32,3,0.09744067230058136
1702,Decrypt,26,20,32,3,0.003534899600344943
1703,Addition,26,20,32,3,0.0001915364002343267
1704,Multiplication,26,20,32,3,3.3012772333000613
1705,KeyGen,26,22,32,3,3.63552819539982
1706,Encryption,26,22,32,3,0.1570839920997969
1707,Decrypt,26,22,32,3,0.00411402480021934
1708,Addition,26,22,32,3,0.0001997774998017121
1709,Multiplication,26,22,32,3,3.807643262000056
1710,KeyGen,26,24,32,3,4.16077334809961
1711,Encryption,26,24,32,3,0.1483369022003899
1712,Decrypt,26,24,32,3,0.004755230899900198
1713,Addition,26,24,32,3,0.00021144970014574938
1714,Multiplication,26,24,32,3,4.4738332191001975
1715,KeyGen,26,16,32,3,2.3744483850001417
1716,Encryption,26,16,32,3,0.07183545400039293
1717,Decrypt,26,16,32,3,0.0025054160003492145
1718,Addition,26,16,32,3,0.0001707912000711076
1719,Multiplication,26,16,32,3,2.0969242216000565
1720,KeyGen,28,32,32,3,8.295766374800223
1721,Encryption,28,32,32,3,0.2651789423005539
1722,Decrypt,28,32,32,3,0.008601553100015735
1723,Addition,28,32,32,3,0.00027483839949127287
1724,Multiplication,28,32,32,3,9.04498965390012
1725,KeyGen,26,2,32,3,0.20525022060028278
1726,Encryption,26,2,32,3,0.005361804200219922
1727,Decrypt,26,2,32,3,0.0002504623000277206
1728,Addition,26,2,32,3,8.816419940558263e-05
1729,Multiplication,26,2,32,3,0.15567601700022352
1730,KeyGen,26,6,32,3,0.5594533390001744
1731,Encryption,26,6,32,3,0.01567793159993016
1732,Decrypt,26,6,32,3,0.0006180413001857232
1733,Addition,26,6,32,3,0.00011366649996489287
1734,Multiplication,26,6,32,3,0.49232527729982395
1735,KeyGen,26,4,32,3,0.36083670549996893
1736,Encryption,26,4,32,3,0.010893685799965169
1737,Decrypt,26,4,32,3,0.0004250876998412423
1738,Addition,26,4,32,3,0.00010454040020704269
1739,Multiplication,26,4,32,3,0.3065018745000998
1740,KeyGen,26,14,32,3,1.9499504715000513
1741,Encryption,26,14,32,3,0.05439232280041324
1742,Decrypt,26,14,32,3,0.002123751299950527
1743,Addition,26,14,32,3,0.00016868720049387776
1744,Multiplication,26,14,32,3,1.6829084719000094
1745,KeyGen,26,1,32,3,0.13808813560026464
1746,Encryption,26,1,32,3,0.003757304800092243
1747,Decrypt,26,1,32,3,0.0002644765998411458
1748,Addition,26,1,32,3,0.00013714090018766001
1749,Multiplication,26,1,32,3,0.10846769959971425
1750,KeyGen,26,8,32,3,0.7719594236004923
1751,Encryption,26,8,32,3,0.022853055599989604
1752,Decrypt,26,8,32,3,0.0008855869004037231
1753,Addition,26,8,32,3,0.0001232896996953059
1754,Multiplication,26,8,32,3,0.6966775292996317
1755,KeyGen,26,26,32,3,4.904868416300451
1756,Encryption,26,26,32,3,0.15273561109934236
1757,Decrypt,26,26,32,3,0.005513416999747278
1758,Addition,26,26,32,3,0.00022194479970494285
1759,Multiplication,26,26,32,3,5.082977772199956
1760,KeyGen,26,10,32,3,1.0807533332001185
1761,Encryption,26,10,32,3,0.03378077309971559
1762,Decrypt,26,10,32,3,0.0012733182004012634
1763,Addition,26,10,32,3,0.00014376690014614724
1764,Multiplication,26,10,32,3,1.0014779398996325
1765,KeyGen,26,12,32,3,1.3939180572000622
1766,Encryption,26,12,32,3,0.041075213099975375
1767,Decrypt,26,12,32,3,0.001545898800395662
1768,Addition,26,12,32,3,0.0001445658999728039
1769,Multiplication,26,12,32,3,1.2794364212997607
1770,KeyGen,26,28,32,3,5.431317200500052
1771,Encryption,26,28,32,3,0.18661273969992181
1772,Decrypt,26,28,32,3,0.009066548600094393
1773,Addition,26,28,32,3,0.0006726227002218366
1774,Multiplication,26,28,32,3,5.944460764199903
1775,KeyGen,26,30,32,3,6.061794623399328
1776,Encryption,26,30,32,3,0.24683471339958488
1777,Decrypt,26,30,32,3,0.007577469999523601
1778,Addition,26,30,32,3,0.0002470481995260343
1779,Multiplication,26,30,32,3,6.432826094499615
1780,KeyGen,26,32,32,3,6.8052284654004325
1781,Encryption,26,32,32,3,0.2492100509000011
1782,Decrypt,26,32,32,3,0.008388141699833795
1783,Addition,26,32,32,3,0.00026155739979003554
1784,Multiplication,26,32,32,3,6.986326192100387
1785,KeyGen,24,14,32,3,1.4286723411001732
1786,Encryption,24,14,32,3,0.05234336060020724
1787,Decrypt,24,14,32,3,0.0019014135003089904
1788,Addition,24,14,32,3,0.00014872409956296907
1789,Multiplication,24,14,32,3,1.3668798602993775
1790,KeyGen,24,16,32,3,1.7764637069994933
1791,Encryption,24,16,32,3,0.05747141920001013
1792,Decrypt,24,16,32,3,0.0022981500005698763
1793,Addition,24,16,32,3,0.00016140420048031955
1794,Multiplication,24,16,32,3,1.745757826600311
1795,KeyGen,24,18,32,3,2.0568571115996748
1796,Encryption,24,18,32,3,0.07024552580041928
1797,Decrypt,24,18,32,3,0.002689386400015792
1798,Addition,24,18,32,3,0.00016825839993543922
1799,Multiplication,24,18,32,3,2.044673980399966
1800,KeyGen,24,12,32,3,1.1014084811999054
1801,Encryption,24,12,32,3,0.03822097969969036
1802,Decrypt,24,12,32,3,0.0014457222998316866
1803,Addition,24,12,32,3,0.00013751100050285459
1804,Multiplication,24,12,32,3,1.0889016583998454
1805,KeyGen,24,2,32,3,0.1953073445998598
1806,Encryption,24,2,32,3,0.005162341200048104
1807,Decrypt,24,2,32,3,0.00024323550023837016
1808,Addition,24,2,32,3,9.030129949678667e-05
1809,Multiplication,24,2,32,3,0.14005808799993247
1810,KeyGen,24,20,32,3,2.4558241576
1811,Encryption,24,20,32,3,0.08443549790026736
1812,Decrypt,24,20,32,3,0.0033382175002770963
1813,Addition,24,20,32,3,0.000180281500070123
1814,Multiplication,24,20,32,3,2.5200913074004347
1815,KeyGen,24,4,32,3,0.31300074300015696
1816,Encryption,24,4,32,3,0.010100112399959471
1817,Decrypt,24,4,32,3,0.0003749753006559331
1818,Addition,24,4,32,3,9.370530024170876e-05
1819,Multiplication,24,4,32,3,0.25519009150011696
1820,KeyGen,24,1,32,3,0.11323263550002594
1821,Encryption,24,1,32,3,0.0035752438998315483
1822,Decrypt,24,1,32,3,0.00017643450046307408
1823,Addition,24,1,32,3,8.456520008621737e-05
1824,Multiplication,24,1,32,3,0.09301488019991666
1825,KeyGen,24,6,32,3,0.5138515145001292
1826,Encryption,24,6,32,3,0.015711397300037788
1827,Decrypt,24,6,32,3,0.0005858912998519372
1828,Addition,24,6,32,3,0.00011193660029675811
1829,Multiplication,24,6,32,3,0.4018946500000311
1830,KeyGen,24,8,32,3,0.6640708790000645
1831,Encryption,24,8,32,3,0.02527243269942119
1832,Decrypt,24,8,32,3,0.0008840615002554842
1833,Addition,24,8,32,3,0.0001230267997016199
1834,Multiplication,24,8,32,3,0.5811142737002228
1835,KeyGen,24,10,32,3,0.884176916800061
1836,Encryption,24,10,32,3,0.03410679980006535
1837,Decrypt,24,10,32,3,0.0010677982005290686
1838,Addition,24,10,32,3,0.00012768680026056244
1839,Multiplication,24,10,32,3,0.8144586235001043
1840,KeyGen,24,22,32,3,2.8194461923005294
1841,Encryption,24,22,32,3,0.09506805389974034
1842,Decrypt,24,22,32,3,0.00381115519994637
1843,Addition,24,22,32,3,0.00018805069994414224
1844,Multiplication,24,22,32,3,2.8411377725999047
1845,KeyGen,24,24,32,3,3.3441342417994746
1846,Encryption,24,24,32,3,0.11294635329977609
1847,Decrypt,24,24,32,3,0.0044916237995494155
1848,Addition,24,24,32,3,0.0002022378997935448
1849,Multiplication,24,24,32,3,3.4743896902000415
1850,KeyGen,24,26,32,3,3.7814215958002024
1851,Encryption,24,26,32,3,0.13666495329962344
1852,Decrypt,24,26,32,3,0.0051414651999948545
1853,Addition,24,26,32,3,0.00020948399978806264
1854,Multiplication,24,26,32,3,3.910403910600144
1855,KeyGen,24,28,32,3,4.189896184599638
1856,Encryption,24,28,32,3,0.14933140159992037
1857,Decrypt,24,28,32,3,0.00629793879998033
1858,Addition,24,28,32,3,0.0002203910997195635
1859,Multiplication,24,28,32,3,4.458947452199936
1860,KeyGen,24,30,32,3,4.775623390699911
1861,Encryption,24,30,32,3,0.17466636169992852
1862,Decrypt,24,30,32,3,0.00660579460018198
1863,Addition,24,30,32,3,0.00023082429979695007
1864,Multiplication,24,30,32,3,4.9756603973997695
1865,KeyGen,22,20,32,3,1.8954419420995692
1866,Encryption,22,20,32,3,0.07403638510004384
1867,Decrypt,22,20,32,3,0.0030578534002415835
1868,Addition,22,20,32,3,0.0001703824003925547
1869,Multiplication,22,20,32,3,1.9688195962000463
1870,KeyGen,22,18,32,3,1.6926881706000132
1871,Encryption,22,18,32,3,0.06421807110018563
1872,Decrypt,22,18,32,3,0.0028851712006144224
1873,Addition,22,18,32,3,0.00015994540008250623
1874,Multiplication,22,18,32,3,1.692386879699916
1875,KeyGen,22,16,32,3,1.3288727016995836
1876,Encryption,22,16,32,3,0.05044483210003818
1877,Decrypt,22,16,32,3,0.0019893962002242916
1878,Addition,22,16,32,3,0.0001425410999218002
1879,Multiplication,22,16,32,3,1.3370774139999413
1880,KeyGen,22,22,32,3,2.2281166904998826
1881,Encryption,22,22,32,3,0.07980662190020667
1882,Decrypt,22,22,32,3,0.0035006130005058368
1883,Addition,22,22,32,3,0.00019111579968011938
1884,Multiplication,22,22,32,3,2.3732480598999244
1885,KeyGen,24,32,32,3,5.221062801100198
1886,Encryption,24,32,32,3,0.20345713339993382
1887,Decrypt,24,32,32,3,0.007509962900076062
1888,Addition,24,32,32,3,0.0002410453998891171
1889,Multiplication,24,32,32,3,5.683012520900229
1890,KeyGen,22,14,32,3,1.1060433933002058
1891,Encryption,22,14,32,3,0.03913595869962592
1892,Decrypt,22,14,32,3,0.0016752427000028547
1893,Addition,22,14,32,3,0.00013915399977122435
1894,Multiplication,22,14,32,3,1.0647646404002444
1895,KeyGen,22,1,32,3,0.08634970219936804
1896,Encryption,22,1,32,3,0.002862300499691628
1897,Decrypt,22,1,32,3,0.00016713750010239893
1898,Addition,22,1,32,3,7.872310015955009e-05
1899,Multiplication,22,1,32,3,0.07721291339985328
1900,KeyGen,22,4,32,3,0.23804400189983427
1901,Encryption,22,4,32,3,0.0074191601001075465
1902,Decrypt,22,4,32,3,0.0004080890001205262
1903,Addition,22,4,32,3,9.243039967259392e-05
1904,Multiplication,22,4,32,3,0.23454904970058124
1905,KeyGen,22,2,32,3,0.1581993488005537
1906,Encryption,22,2,32,3,0.00421471459994791
1907,Decrypt,22,2,32,3,0.00021818020031787454
1908,Addition,22,2,32,3,8.338920015376061e-05
1909,Multiplication,22,2,32,3,0.10704270149944932
1910,KeyGen,22,24,32,3,2.5835505836002994
1911,Encryption,22,24,32,3,0.10006116129952716
1912,Decrypt,22,24,32,3,0.004054927200195379
1913,Addition,22,24,32,3,0.00018138169980375096
1914,Multiplication,22,24,32,3,2.731086577699898
1915,KeyGen,22,6,32,3,0.39024963670017315
1916,Encryption,22,6,32,3,0.011575089699908859
1917,Decrypt,22,6,32,3,0.0005488732000230812
1918,Addition,22,6,32,3,0.00010099150022142566
1919,Multiplication,22,6,32,3,0.39199192140004013
1920,KeyGen,22,10,32,3,0.6873456446999626
1921,Encryption,22,10,32,3,0.023853472500195493
1922,Decrypt,22,10,32,3,0.0010454135001054965
1923,Addition,22,10,32,3,0.00015608530011377298
1924,Multiplication,22,10,32,3,0.7401755019003758
1925,KeyGen,22,8,32,3,0.5186833763997128
1926,Encryption,22,8,32,3,0.03352097480019438
1927,Decrypt,22,8,32,3,0.0008295774001453538
1928,Addition,22,8,32,3,0.00012042279995512217
1929,Multiplication,22,8,32,3,0.48725517529965146
1930,KeyGen,22,12,32,3,0.9195475102002092
1931,Encryption,22,12,32,3,0.032390704300632935
1932,Decrypt,22,12,32,3,0.0016287881997413933
1933,Addition,22,12,32,3,0.0001348260004306212
1934,Multiplication,22,12,32,3,0.9039992543999688
1935,KeyGen,22,26,32,3,2.9112914803998136
1936,Encryption,22,26,32,3,0.13340813539980445
1937,Decrypt,22,26,32,3,0.004874937299609883
1938,Addition,22,26,32,3,0.0002007340001000557
1939,Multiplication,22,26,32,3,3.1123913949995767
1940,KeyGen,22,28,32,3,3.3060289765999187
1941,Encryption,22,28,32,3,0.1424340637997375
1942,Decrypt,22,28,32,3,0.006402266900113318
1943,Addition,22,28,32,3,0.0002006840004469268
1944,Multiplication,22,28,32,3,3.734966608799732
1945,KeyGen,22,30,32,3,3.6477189914003247
1946,Encryption,22,30,32,3,0.1508555668995541
1947,Decrypt,22,30,32,3,0.006290770500345389
1948,Addition,22,30,32,3,0.0002599678002297878
1949,Multiplication,22,30,32,3,4.2542835551998
1950,KeyGen,20,16,32,3,1.0445737007998104
1951,Encryption,20,16,32,3,0.03869720380025683
1952,Decrypt,20,16,32,3,0.0019966139996540734
1953,Addition,20,16,32,3,0.00013398500013863667
1954,Multiplication,20,16,32,3,0.9962425044002885
1955,KeyGen,20,18,32,3,1.3436507443002483
1956,Encryption,20,18,32,3,0.051587911699607504
1957,Decrypt,20,18,32,3,0.0023160659002314787
1958,Addition,20,18,32,3,0.00014491219990304672
1959,Multiplication,20,18,32,3,1.24715439970023
1960,KeyGen,22,32,32,3,4.112080363000132
1961,Encryption,22,32,32,3,0.16323180359977413
1962,Decrypt,22,32,32,3,0.006554605500423349
1963,Addition,22,32,32,3,0.00021969820008962415
1964,Multiplication,22,32,32,3,4.627928789500584
1965,KeyGen,20,14,32,3,0.8371827766000933
1966,Encryption,20,14,32,3,0.03346992369988584
1967,Decrypt,20,14,32,3,0.0015219000000797679
1968,Addition,20,14,32,3,0.0001273419002245646
1969,Multiplication,20,14,32,3,0.8144960396995884
1970,KeyGen,20,20,32,3,1.5335728457997901
1971,Encryption,20,20,32,3,0.05762241600023117
1972,Decrypt,20,20,32,3,0.0031382884000777265
1973,Addition,20,20,32,3,0.00015673140005674214
1974,Multiplication,20,20,32,3,1.4742730192003364
1975,KeyGen,20,2,32,3,0.0977228842995828
1976,Encryption,20,2,32,3,0.0034690367996518035
1977,Decrypt,20,2,32,3,0.00019048789981752635
1978,Addition,20,2,32,3,7.22401004168205e-05
1979,Multiplication,20,2,32,3,0.07752907539979788
1980,KeyGen,20,4,32,3,0.17382553560019004
1981,Encryption,20,4,32,3,0.0060084645003371405
1982,Decrypt,20,4,32,3,0.0003261819998442661
1983,Addition,20,4,32,3,8.182320016203448e-05
1984,Multiplication,20,4,32,3,0.13776278180012014
1985,KeyGen,20,6,32,3,0.28572674309980356
1986,Encryption,20,6,32,3,0.009373757900175406
1987,Decrypt,20,6,32,3,0.0004959736004821024
1988,Addition,20,6,32,3,9.469139986322262e-05
1989,Multiplication,20,6,32,3,0.22833602440005052
1990,KeyGen,20,1,32,3,0.06812861459984561
1991,Encryption,20,1,32,3,0.003027181200013729
1992,Decrypt,20,1,32,3,0.0001538543998321984
1993,Addition,20,1,32,3,6.869899953017011e-05
1994,Multiplication,20,1,32,3,0.05148381530016195
1995,KeyGen,20,10,32,3,0.5106703137003933
1996,Encryption,20,10,32,3,0.020787359299720264
1997,Decrypt,20,10,32,3,0.001145776399789611
1998,Addition,20,10,32,3,0.000118240799929481
1999,Multiplication,20,10,32,3,0.47503177219987264
2000,KeyGen,20,12,32,3,0.6803175251996436
2001,Encryption,20,12,32,3,0.02524330989981536
2002,Decrypt,20,12,32,3,0.0012272816005861388
2003,Addition,20,12,32,3,0.00012016590044368058
2004,Multiplication,20,12,32,3,0.6219411352001771
2005,KeyGen,20,8,32,3,0.3816975526002352
2006,Encryption,20,8,32,3,0.013795170200319262
2007,Decrypt,20,8,32,3,0.0006970227004785556
2008,Addition,20,8,32,3,0.00010192949994234369
2009,Multiplication,20,8,32,3,0.32593359149977913
2010,KeyGen,20,22,32,3,1.842710747399542
2011,Encryption,20,22,32,3,0.07639682680019177
2012,Decrypt,20,22,32,3,0.003631760900316294
2013,Addition,20,22,32,3,0.00016515149982296862
2014,Multiplication,20,22,32,3,1.804769490900071
2015,KeyGen,20,24,32,3,2.044684057599807
2016,Encryption,20,24,32,3,0.07808156080063781
2017,Decrypt,20,24,32,3,0.0037092829996254297
2018,Addition,20,24,32,3,0.00017038759979186579
2019,Multiplication,20,24,32,3,2.0151933462999296
2020,KeyGen,20,26,32,3,2.468223154899897
2021,Encryption,20,26,32,3,0.09297558550024405
2022,Decrypt,20,26,32,3,0.004724870600330178
2023,Addition,20,26,32,3,0.00017955279981833882
2024,Multiplication,20,26,32,3,2.311174193400075
2025,KeyGen,20,28,32,3,2.7043321213001037
2026,Encryption,20,28,32,3,0.11245513409958222
2027,Decrypt,20,28,32,3,0.004867299900070066
2028,Addition,20,28,32,3,0.0002153492001525592
2029,Multiplication,20,28,32,3,2.6759465915994953
2030,KeyGen,18,18,32,3,0.915004173899797
2031,Encryption,18,18,32,3,0.03869595709984423
2032,Decrypt,18,18,32,3,0.0021183035998546982
2033,Addition,18,18,32,3,0.00013161700044292957
2034,Multiplication,18,18,32,3,0.8798873371997615
2035,KeyGen,18,20,32,3,1.0421127451001666
2036,Encryption,18,20,32,3,0.04662191359966528
2037,Decrypt,18,20,32,3,0.0024683220006409103
2038,Addition,18,20,32,3,0.00013974719986435956
2039,Multiplication,18,20,32,3,1.0734738972001652
2040,KeyGen,20,30,32,3,3.0802070699995965
2041,Encryption,20,30,32,3,0.12491719989993726
2042,Decrypt,20,30,32,3,0.005648834999738029
2043,Addition,20,30,32,3,0.00021034720048191958
2044,Multiplication,20,30,32,3,3.030059573699691
2045,KeyGen,18,16,32,3,0.7228201493999222
2046,Encryption,18,16,32,3,0.034300795900344384
2047,Decrypt,18,16,32,3,0.004893907599762315
2048,Addition,18,16,32,3,0.000605425400135573
2049,Multiplication,18,16,32,3,0.7303796170999703
2050,KeyGen,18,22,32,3,1.2232496320997597
2051,Encryption,18,22,32,3,0.05903046809980879
2052,Decrypt,18,22,32,3,0.0031550346000585707
2053,Addition,18,22,32,3,0.00014771230053156614
2054,Multiplication,18,22,32,3,1.3052778584999032
2055,KeyGen,18,4,32,3,0.12995319570036373
2056,Encryption,18,4,32,3,0.005119057500269264
2057,Decrypt,18,4,32,3,0.0003050527004234027
2058,Addition,18,4,32,3,7.803330008755438e-05
2059,Multiplication,18,4,32,3,0.11493953820026945
2060,KeyGen,18,14,32,3,0.5917177385999821
