,method,n,d,q,p,time
566,Encryption,20,10,32,3,0.020061272800012374
567,Decrypt,20,10,32,3,0.0010001328999351244
568,Addition,20,10,32,3,0.00011494140017020982
569,Multiplication,20,10,32,3,0.486046714099939
570,KeyGen,20,24,32,3,1.8322648044002563
571,Encryption,20,24,32,3,0.0810966550001467
572,Decrypt,20,24,32,3,0.003782373300055042
573,Addition,20,24,32,3,0.00018310980012756773
574,Multiplication,20,24,32,3,1.9682434688002104
575,KeyGen,20,26,32,3,2.184041198699924
576,Encryption,20,26,32,3,0.09126078920016881
577,Decrypt,20,26,32,3,0.00439573420007946
578,Addition,20,26,32,3,0.00018078680004691706
579,Multiplication,20,26,32,3,2.334107565500017
580,KeyGen,20,28,32,3,2.3847450561002916
581,Encryption,20,28,32,3,0.12536216260014044
582,Decrypt,20,28,32,3,0.006539407200034475
583,Addition,20,28,32,3,0.00018854999980248975
584,Multiplication,20,28,32,3,2.7275787421000133
585,KeyGen,18,18,32,3,0.9696222882001166
586,Encryption,18,18,32,3,0.05000698549993103
587,Decrypt,18,18,32,3,0.0022005012000590797
588,Addition,18,18,32,3,0.00020163219996902627
589,Multiplication,18,18,32,3,0.8909975590999238
590,KeyGen,20,30,32,3,2.7874761602000944
591,Encryption,20,30,32,3,0.11929172050004126
592,Decrypt,20,30,32,3,0.0055340021001029525
593,Addition,20,30,32,3,0.00020265019993530585
594,Multiplication,20,30,32,3,3.038349207899955
595,KeyGen,18,20,32,3,1.0923580105998554
596,Encryption,18,20,32,3,0.05196280150012171
597,Decrypt,18,20,32,3,0.002506347600137815
598,Addition,18,20,32,3,0.00016339240028173663
599,Multiplication,18,20,32,3,1.11440189749992
600,KeyGen,18,16,32,3,0.7611540175003029
601,Encryption,18,16,32,3,0.032805394499882824
602,Decrypt,18,16,32,3,0.0017406484999810345
603,Addition,18,16,32,3,0.00012655370010179469
604,Multiplication,18,16,32,3,0.75924263779998
605,KeyGen,18,22,32,3,1.270416725099858
606,Encryption,18,22,32,3,0.06780435089967796
607,Decrypt,18,22,32,3,0.0027829393999127205
608,Addition,18,22,32,3,0.00014643299982708413
609,Multiplication,18,22,32,3,1.3421839106998958
610,KeyGen,20,32,32,3,2.99209190090005
611,Encryption,20,32,32,3,0.13421158349992765
612,Decrypt,20,32,32,3,0.006564557700039586
613,Addition,20,32,32,3,0.0002055613000266021
614,Multiplication,20,32,32,3,3.40564240470012
615,KeyGen,18,14,32,3,0.5976916152998456
616,Encryption,18,14,32,3,0.027851402599844734
617,Decrypt,18,14,32,3,0.0015069275999849197
618,Addition,18,14,32,3,0.00011924249993171543
619,Multiplication,18,14,32,3,0.5979151585997897
620,KeyGen,18,8,32,3,0.2828082251999149
621,Encryption,18,8,32,3,0.010903680800038274
622,Decrypt,18,8,32,3,0.0008171060999302426
623,Addition,18,8,32,3,0.00019551510013116058
624,Multiplication,18,8,32,3,0.2424484402003145
625,KeyGen,18,6,32,3,0.18874394689992186
626,Encryption,18,6,32,3,0.007796811699881801
627,Decrypt,18,6,32,3,0.000455684500047937
628,Addition,18,6,32,3,8.627179995528423e-05
629,Multiplication,18,6,32,3,0.16776590260014929
630,KeyGen,18,1,32,3,0.04767931479982508
631,Encryption,18,1,32,3,0.001910105099887005
632,Decrypt,18,1,32,3,0.00013708490005228668
633,Addition,18,1,32,3,6.708639994030818e-05
634,Multiplication,18,1,32,3,0.038960956800292476
635,KeyGen,18,2,32,3,0.08043725960014854
636,Encryption,18,2,32,3,0.0030712965002749116
637,Decrypt,18,2,32,3,0.00023328690003836526
638,Addition,18,2,32,3,6.972650007810443e-05
639,Multiplication,18,2,32,3,0.06319054949999554
640,KeyGen,18,4,32,3,0.13468944030028068
641,Encryption,18,4,32,3,0.00505355410023185
642,Decrypt,18,4,32,3,0.00030864340005791745
643,Addition,18,4,32,3,7.945569996081758e-05
644,Multiplication,18,4,32,3,0.1067681732998608
645,KeyGen,18,24,32,3,1.5241672580999874
646,Encryption,18,24,32,3,0.07121639659999346
647,Decrypt,18,24,32,3,0.003785219400015194
648,Addition,18,24,32,3,0.00015099120028025937
649,Multiplication,18,24,32,3,1.5043622732999211
650,KeyGen,18,10,32,3,0.40996292119998545
651,Encryption,18,10,32,3,0.017643147299895644
652,Decrypt,18,10,32,3,0.0010389587998361094
653,Addition,18,10,32,3,0.00011118430011265445
654,Multiplication,18,10,32,3,0.3986639876999106
655,KeyGen,18,12,32,3,0.49045922090008387
656,Encryption,18,12,32,3,0.021657907600092584
657,Decrypt,18,12,32,3,0.0011118833997898036
658,Addition,18,12,32,3,0.00011480040011520032
659,Multiplication,18,12,32,3,0.4832283961997746
660,KeyGen,18,26,32,3,1.7142340454000078
661,Encryption,18,26,32,3,0.08154011639999226
662,Decrypt,18,26,32,3,0.005670108000049368
663,Addition,18,26,32,3,0.00016188139998121187
664,Multiplication,18,26,32,3,1.6975171781003155
665,KeyGen,18,28,32,3,1.8767473201998655
666,Encryption,18,28,32,3,0.087301158199989
667,Decrypt,18,28,32,3,0.00859920750008314
668,Addition,18,28,32,3,0.00017277170009037944
669,Multiplication,18,28,32,3,1.9716193281001324
670,KeyGen,18,30,32,3,2.108467429400116
671,Encryption,18,30,32,3,0.09746118460025173
672,Decrypt,18,30,32,3,0.004977054500341182
673,Addition,18,30,32,3,0.0001823938000597991
674,Multiplication,18,30,32,3,2.2079198593997718
675,KeyGen,16,16,32,3,0.49942102819986756
676,Encryption,16,16,32,3,0.025579493999975965
677,Decrypt,16,16,32,3,0.0018134780999389476
678,Addition,16,16,32,3,0.00011240829990128986
679,Multiplication,16,16,32,3,0.5232603447999281
680,KeyGen,16,18,32,3,0.6497512281999661
681,Encryption,16,18,32,3,0.03189408260004711
682,Decrypt,16,18,32,3,0.002015496300009545
683,Addition,16,18,32,3,0.0001245086001290474
684,Multiplication,16,18,32,3,0.6392558985000505
685,KeyGen,16,14,32,3,0.4201766819001932
686,Encryption,16,14,32,3,0.021403628400003073
687,Decrypt,16,14,32,3,0.0012562153999169823
688,Addition,16,14,32,3,0.00010851320002984721
689,Multiplication,16,14,32,3,0.42250285650006847
690,KeyGen,16,20,32,3,0.7386670874999254
691,Encryption,16,20,32,3,0.03759001230027934
692,Decrypt,16,20,32,3,0.0021962561000691493
693,Addition,16,20,32,3,0.00012995969991607125
694,Multiplication,16,20,32,3,0.7479446625999117
695,KeyGen,18,32,32,3,2.4083664890000365
696,Encryption,18,32,32,3,0.10596186899965687
697,Decrypt,18,32,32,3,0.0054552394998609085
698,Addition,18,32,32,3,0.00018471989969839341
699,Multiplication,18,32,32,3,2.438680981899961
700,KeyGen,16,2,32,3,0.048957487100051364
701,Encryption,16,2,32,3,0.002184031899741967
702,Decrypt,16,2,32,3,0.0001680335000855848
703,Addition,16,2,32,3,6.302930014498998e-05
704,Multiplication,16,2,32,3,0.04045425050026097
705,KeyGen,16,4,32,3,0.08672139500013146
706,Encryption,16,4,32,3,0.003926282400061609
707,Decrypt,16,4,32,3,0.0002733187997364439
708,Addition,16,4,32,3,6.981049991736655e-05
709,Multiplication,16,4,32,3,0.07439468720003788
710,KeyGen,16,1,32,3,0.035178129699852435
711,Encryption,16,1,32,3,0.0014841431999229825
712,Decrypt,16,1,32,3,0.0001287037001020508
713,Addition,16,1,32,3,5.9719300043070686e-05
714,Multiplication,16,1,32,3,0.02785693600017112
715,KeyGen,16,22,32,3,0.8590662263002742
716,Encryption,16,22,32,3,0.04275527270001476
717,Decrypt,16,22,32,3,0.002532615200107102
718,Addition,16,22,32,3,0.00013271880015963688
719,Multiplication,16,22,32,3,0.8761022861002857
720,KeyGen,16,6,32,3,0.14178139309988183
721,Encryption,16,6,32,3,0.00671027390017116
722,Decrypt,16,6,32,3,0.00042350989970145746
723,Addition,16,6,32,3,8.294069994008169e-05
724,Multiplication,16,6,32,3,0.127917650100062
725,KeyGen,16,12,32,3,0.33448230319991124
726,Encryption,16,12,32,3,0.016323930799990193
727,Decrypt,16,12,32,3,0.0010020359997724882
728,Addition,16,12,32,3,0.00010068410010717343
729,Multiplication,16,12,32,3,0.3317698578001
730,KeyGen,16,10,32,3,0.2613910137999483
731,Encryption,16,10,32,3,0.012675918199965963
732,Decrypt,16,10,32,3,0.0007652411000890425
733,Addition,16,10,32,3,0.00011235230012971443
734,Multiplication,16,10,32,3,0.2508748611999181
735,KeyGen,16,8,32,3,0.21162951490005072
736,Encryption,16,8,32,3,0.009705075800229678
737,Decrypt,16,8,32,3,0.0006101408001995878
738,Addition,16,8,32,3,9.096190005948301e-05
739,Multiplication,16,8,32,3,0.17853157009994902
740,KeyGen,16,24,32,3,1.03153372400011
741,Encryption,16,24,32,3,0.05259575939999195
742,Decrypt,16,24,32,3,0.003475004000210902
743,Addition,16,24,32,3,0.0001418730000295909
744,Multiplication,16,24,32,3,1.0359622623996985
745,KeyGen,16,26,32,3,1.1493560407001495
746,Encryption,16,26,32,3,0.05904978590006067
747,Decrypt,16,26,32,3,0.003505516600125702
748,Addition,16,26,32,3,0.00015038309975352605
749,Multiplication,16,26,32,3,1.208000154599722
750,KeyGen,16,28,32,3,1.2524269557001388
751,Encryption,16,28,32,3,0.06833109180006432
752,Decrypt,16,28,32,3,0.004491412300194497
753,Addition,16,28,32,3,0.000157796300118207
754,Multiplication,16,28,32,3,1.3482247769999958
755,KeyGen,16,30,32,3,1.4053769100002682
756,Encryption,16,30,32,3,0.07599475269998948
757,Decrypt,16,30,32,3,0.004349794300287613
758,Addition,16,30,32,3,0.000161716400180012
759,Multiplication,16,30,32,3,1.6010155241001485
760,KeyGen,14,18,32,3,0.43102946799990605
761,Encryption,14,18,32,3,0.027721822199964663
762,Decrypt,14,18,32,3,0.002121969599829754
763,Addition,14,18,32,3,0.00015600519982399418
764,Multiplication,14,18,32,3,0.459243686300033
765,KeyGen,14,16,32,3,0.36019639969999845
766,Encryption,14,16,32,3,0.02133212699991418
767,Decrypt,14,16,32,3,0.0013478182998369447
768,Addition,14,16,32,3,0.00010131720009667333
769,Multiplication,14,16,32,3,0.3804179098999157
770,KeyGen,14,20,32,3,0.5295213411998703
771,Encryption,14,20,32,3,0.028378818099736237
772,Decrypt,14,20,32,3,0.0018948247998196166
773,Addition,14,20,32,3,0.00011359939999238123
774,Multiplication,14,20,32,3,0.5753466619000391
775,KeyGen,14,14,32,3,0.29426163120006094
776,Encryption,14,14,32,3,0.01603495670024131
777,Decrypt,14,14,32,3,0.0011238996001338819
778,Addition,14,14,32,3,0.00010057409999717493
779,Multiplication,14,14,32,3,0.31516187650013305
780,KeyGen,14,22,32,3,0.6182308761999593
781,Encryption,14,22,32,3,0.035463898799935126
782,Decrypt,14,22,32,3,0.0026153220002015586
783,Addition,14,22,32,3,0.00012069849981344305
784,Multiplication,14,22,32,3,0.6207553758002178
785,KeyGen,14,6,32,3,0.10305187550002301
786,Encryption,14,6,32,3,0.005072819500128389
787,Decrypt,14,6,32,3,0.00037191379997238985
788,Addition,14,6,32,3,7.28505001461599e-05
789,Multiplication,14,6,32,3,0.08947187529993243
790,KeyGen,14,4,32,3,0.06622983409979497
791,Encryption,14,4,32,3,0.0033181397000589643
792,Decrypt,14,4,32,3,0.00025344540008518377
793,Addition,14,4,32,3,6.696240016026422e-05
794,Multiplication,14,4,32,3,0.053618965200075766
795,KeyGen,16,32,32,3,1.5824982796999394
796,Encryption,16,32,32,3,0.08521007220006141
797,Decrypt,16,32,32,3,0.0049941818997467635
798,Addition,16,32,32,3,0.0001661005000642035
799,Multiplication,16,32,32,3,1.8330654508001316
800,KeyGen,14,2,32,3,0.03808658400012064
801,Encryption,14,2,32,3,0.0015721310999651905
802,Decrypt,14,2,32,3,0.00014057990010769573
803,Addition,14,2,32,3,4.924909990222659e-05
804,Multiplication,14,2,32,3,0.03442863410018617
805,KeyGen,14,24,32,3,0.7027756356001191
806,Encryption,14,24,32,3,0.04335253149984055
807,Decrypt,14,24,32,3,0.002601200600111042
808,Addition,14,24,32,3,0.00012640569984796458
809,Multiplication,14,24,32,3,0.7220070205999946
810,KeyGen,14,1,32,3,0.02304537710006116
811,Encryption,14,1,32,3,0.0012011631999484962
812,Decrypt,14,1,32,3,0.00011075330003222917
813,Addition,14,1,32,3,5.55550999706611e-05
814,Multiplication,14,1,32,3,0.01922831679985393
815,KeyGen,14,10,32,3,0.1804086752999865
816,Encryption,14,10,32,3,0.010145182099950033
817,Decrypt,14,10,32,3,0.0007121990001905942
818,Addition,14,10,32,3,9.077989998331759e-05
819,Multiplication,14,10,32,3,0.17698425540002063
820,KeyGen,14,8,32,3,0.1391417074999481
821,Encryption,14,8,32,3,0.0075673159000871236
822,Decrypt,14,8,32,3,0.0005491596002684673
823,Addition,14,8,32,3,8.566190008423291e-05
824,Multiplication,14,8,32,3,0.13003235129981477
825,KeyGen,14,12,32,3,0.24656502379984885
826,Encryption,14,12,32,3,0.013051355099742068
827,Decrypt,14,12,32,3,0.0009044659997016425
828,Addition,14,12,32,3,9.678200003691018e-05
829,Multiplication,14,12,32,3,0.22119621019992336
830,KeyGen,14,26,32,3,0.8292988347999198
831,Encryption,14,26,32,3,0.04842899309987843
832,Decrypt,14,26,32,3,0.0033394562000466977
833,Addition,14,26,32,3,0.0001347397999779787
834,Multiplication,14,26,32,3,0.8479677037001239
835,KeyGen,14,28,32,3,0.8749285841000528
836,Encryption,14,28,32,3,0.05212364680010069
837,Decrypt,14,28,32,3,0.003488271300011547
838,Addition,14,28,32,3,0.0001409088999935193
839,Multiplication,14,28,32,3,0.968778517499959
840,KeyGen,14,30,32,3,1.0027355531998183
841,Encryption,14,30,32,3,0.07543539939979382
842,Decrypt,14,30,32,3,0.0038820134999696166
843,Addition,14,30,32,3,0.0001491641000029631
844,Multiplication,14,30,32,3,1.1046735387000808
845,KeyGen,12,18,32,3,0.2677185284999723
846,Encryption,12,18,32,3,0.01817431179988489
847,Decrypt,12,18,32,3,0.001407805599956191
848,Addition,12,18,32,3,9.991209990403149e-05
849,Multiplication,12,18,32,3,0.28518597279980895
850,KeyGen,12,16,32,3,0.22546500000025843
851,Encryption,12,16,32,3,0.01523394100004225
852,Decrypt,12,16,32,3,0.001200775200049975
853,Addition,12,16,32,3,9.213490011461545e-05
854,Multiplication,12,16,32,3,0.24116072399992844
855,KeyGen,12,20,32,3,0.3346873811999103
856,Encryption,12,20,32,3,0.02170236189995194
857,Decrypt,12,20,32,3,0.0016868555001565255
858,Addition,12,20,32,3,0.00010340319968236145
859,Multiplication,12,20,32,3,0.3380590515000222
860,KeyGen,12,14,32,3,0.19684514299988223
861,Encryption,12,14,32,3,0.016097373199954745
862,Decrypt,12,14,32,3,0.0009613271999114658
863,Addition,12,14,32,3,8.709079993423075e-05
864,Multiplication,12,14,32,3,0.18771129230008227
865,KeyGen,14,32,32,3,1.078535360100068
866,Encryption,14,32,32,3,0.0656670481999754
867,Decrypt,14,32,32,3,0.004348937300164835
868,Addition,14,32,32,3,0.00015028520028863567
869,Multiplication,14,32,32,3,1.2342602011001873
870,KeyGen,12,22,32,3,0.38051425890007523
871,Encryption,12,22,32,3,0.02512459179997677
872,Decrypt,12,22,32,3,0.0019276995000836906
873,Addition,12,22,32,3,0.00010685330016713124
874,Multiplication,12,22,32,3,0.40059718229967983
875,KeyGen,12,2,32,3,0.022117287600121927
876,Encryption,12,2,32,3,0.0013205267998273485
877,Decrypt,12,2,32,3,0.0001419429998350097
878,Addition,12,2,32,3,5.492019990924746e-05
879,Multiplication,12,2,32,3,0.01905295329997898
880,KeyGen,12,6,32,3,0.06220722379985091
881,Encryption,12,6,32,3,0.004039538900178741
882,Decrypt,12,6,32,3,0.0003361350998602575
883,Addition,12,6,32,3,6.866249968879856e-05
884,Multiplication,12,6,32,3,0.057823756700236116
885,KeyGen,12,1,32,3,0.016831457599982967
886,Encryption,12,1,32,3,0.0009461968998948578
887,Decrypt,12,1,32,3,0.00010942640001303517
888,Addition,12,1,32,3,5.087800018372945e-05
889,Multiplication,12,1,32,3,0.015601930699995136
890,KeyGen,12,4,32,3,0.04146035989979282
891,Encryption,12,4,32,3,0.002457997600140516
892,Decrypt,12,4,32,3,0.0002311357999133179
893,Addition,12,4,32,3,6.103730011091102e-05
894,Multiplication,12,4,32,3,0.036269752999942284
895,KeyGen,12,8,32,3,0.09155770129982557
896,Encryption,12,8,32,3,0.0057674701001815265
897,Decrypt,12,8,32,3,0.00047634500006097367
898,Addition,12,8,32,3,7.74297001044033e-05
899,Multiplication,12,8,32,3,0.0877277370000229
900,KeyGen,12,10,32,3,0.1168619938998745
901,Encryption,12,10,32,3,0.007751793799980078
902,Decrypt,12,10,32,3,0.0006269051998970098
903,Addition,12,10,32,3,7.985169977473561e-05
904,Multiplication,12,10,32,3,0.11023865989991463
905,KeyGen,12,12,32,3,0.14268970150005772
906,Encryption,12,12,32,3,0.009482952200050932
907,Decrypt,12,12,32,3,0.0007499248000385706
908,Addition,12,12,32,3,7.989169971551746e-05
909,Multiplication,12,12,32,3,0.15422549889990478
910,KeyGen,12,24,32,3,0.4517491631999292
911,Encryption,12,24,32,3,0.03681594429981487
912,Decrypt,12,24,32,3,0.002265952599918819
913,Addition,12,24,32,3,0.00011329339977237396
914,Multiplication,12,24,32,3,0.451757691199964
915,KeyGen,12,26,32,3,0.48344575289993375
916,Encryption,12,26,32,3,0.04613900119984464
917,Decrypt,12,26,32,3,0.00273863349975727
918,Addition,12,26,32,3,0.00011840850020234938
919,Multiplication,12,26,32,3,0.5400097522000579
920,KeyGen,12,28,32,3,0.5751699526997982
921,Encryption,12,28,32,3,0.03843017530016368
922,Decrypt,12,28,32,3,0.002914487200177973
923,Addition,12,28,32,3,0.00012365959992166609
924,Multiplication,12,28,32,3,0.6180286673999944
925,KeyGen,10,18,32,3,0.1546295675001602
926,Encryption,10,18,32,3,0.014086375899933046
927,Decrypt,10,18,32,3,0.0011528251998242922
928,Addition,10,18,32,3,8.473179987049662e-05
929,Multiplication,10,18,32,3,0.1720873043002939
930,KeyGen,10,16,32,3,0.1350604644001578
931,Encryption,10,16,32,3,0.011336732199924881
932,Decrypt,10,16,32,3,0.001049183999930392
933,Addition,10,16,32,3,8.246079996752088e-05
934,Multiplication,10,16,32,3,0.14273099360034394
935,KeyGen,10,20,32,3,0.18201598289997492
936,Encryption,10,20,32,3,0.015322856899729231
937,Decrypt,10,20,32,3,0.0013793030000670114
938,Addition,10,20,32,3,0.00010537830021348782
939,Multiplication,10,20,32,3,0.20582254010005271
940,KeyGen,12,30,32,3,0.636024867100059
941,Encryption,12,30,32,3,0.04398683910003456
942,Decrypt,12,30,32,3,0.0033956752999074525
943,Addition,12,30,32,3,0.00013087080005789176
944,Multiplication,12,30,32,3,0.7239684621999913
945,KeyGen,10,22,32,3,0.21921605030001956
946,Encryption,10,22,32,3,0.017949158099872874
947,Decrypt,10,22,32,3,0.0016717931001039687
948,Addition,10,22,32,3,9.395699999004137e-05
949,Multiplication,10,22,32,3,0.23663491740007886
950,KeyGen,10,14,32,3,0.10776225490008073
951,Encryption,10,14,32,3,0.008742819700273685
952,Decrypt,10,14,32,3,0.0008113589999993564
953,Addition,10,14,32,3,7.799760023772251e-05
954,Multiplication,10,14,32,3,0.11787884149998717
955,KeyGen,10,6,32,3,0.03707318490014586
956,Encryption,10,6,32,3,0.002776622400051565
957,Decrypt,10,6,32,3,0.00028580700018210337
958,Addition,10,6,32,3,6.122729973867536e-05
959,Multiplication,10,6,32,3,0.03480091720011842
960,KeyGen,10,4,32,3,0.02306351059996814
961,Encryption,10,4,32,3,0.0016979586998786544
962,Decrypt,10,4,32,3,0.0001896699999633711
963,Addition,10,4,32,3,5.329510022420436e-05
964,Multiplication,10,4,32,3,0.02097130759975698
965,KeyGen,10,8,32,3,0.04997557590031647
966,Encryption,10,8,32,3,0.0037829904998943676
967,Decrypt,10,8,32,3,0.00040267549993586724
968,Addition,10,8,32,3,6.30323000223143e-05
969,Multiplication,10,8,32,3,0.04887975100027688
970,KeyGen,10,24,32,3,0.25763430150000205
971,Encryption,10,24,32,3,0.02092827259984915
972,Decrypt,10,24,32,3,0.0018783075000101234
973,Addition,10,24,32,3,9.830210001382511e-05
974,Multiplication,10,24,32,3,0.279944840400276
975,KeyGen,10,2,32,3,0.01421247360012785
976,Encryption,10,2,32,3,0.0010432758997922064
977,Decrypt,10,2,32,3,0.00013350679982977455
978,Addition,10,2,32,3,5.131309990247246e-05
979,Multiplication,10,2,32,3,0.01296586339994974
980,KeyGen,10,1,32,3,0.010099643200010177
981,Encryption,10,1,32,3,0.0007266502998390933
982,Decrypt,10,1,32,3,0.00010231320011371281
983,Addition,10,1,32,3,4.7506999908364375e-05
984,Multiplication,10,1,32,3,0.009049511100238305
985,KeyGen,10,12,32,3,0.08865372049986035
986,Encryption,10,12,32,3,0.007077422700240277
987,Decrypt,10,12,32,3,0.000667633999910322
988,Addition,10,12,32,3,7.779459992889315e-05
989,Multiplication,10,12,32,3,0.09135169430010137
990,KeyGen,10,10,32,3,0.06901220600011584
991,Encryption,10,10,32,3,0.005286927099950845
992,Decrypt,10,10,32,3,0.000518971899873577
993,Addition,10,10,32,3,6.832740000390913e-05
994,Multiplication,10,10,32,3,0.07236046830003033
995,KeyGen,10,26,32,3,0.29741004999996223
996,Encryption,10,26,32,3,0.024988930000108666
997,Decrypt,10,26,32,3,0.0022821210000984137
